key,name,pos,team,bye,adp,pass_tds,kick_0_19,rush_tds,kick_50,reception_tds,fumbles,pass_ints,df_points_allowed_per_game,rush_yds,receptions,kick_30_39,df_sacks,df_fumbles,pass_yds,df_safeties,kick_extra_points,df_ints,two_pts,df_tds,kick_20_29,reception_yds,kick_40_49
develin_RB_NE,James Develin,RB,NE,10.0,327.0,,,0.7,,0.1,0.0,0.0,,13.7,9.4,,,,,,,,0.0,,,61.1,
kirkwood_WR_NO,Keith Kirkwood,WR,NO,9.0,328.0,,,0.0,,0.9,,,,0.9,12.7,,,,,,,,,,,167.4,
walton_RB_MIA,Mark Walton,RB,MIA,5.0,328.0,,,1.0,,0.0,,,,236.0,6.0,,,,,,,,,,,51.0,
benjamin_WR_LAC,Travis Benjamin,WR,LAC,12.0,330.0,,,0.2,,1.8,0.0,,,46.5,27.6,,,,,,,,,,,384.6,
sternberger_TE_GB,Jace Sternberger,TE,GB,11.0,330.0,,,0.0,,2.0,1.0,,,0.6,25.6,,,,,,,,,,,269.2,
gay_K_TB,Matt Gay,K,TB,7.0,330.0,,0.2,,1.2,,,,,,,7.0,,,,,33.5,,,,6.1,,8.0
artispayne_RB_CAR,Cameron Artis-Payne,RB,CAR,7.0,330.5,,,1.9,,0.1,0.5,,,251.9,6.8,,,,,,,,0.0,,,51.0,
patterson_WR_CHI,Cordarrelle Patterson,WR,CHI,6.0,331.0,,,0.8,,0.5,0.1,,,117.1,11.7,,,,,,,,,0.8,,128.5,
higgins_WR_CLE,Rashard Higgins,WR,CLE,7.0,332.5,,,0.0,,3.6,1.0,,,0.5,34.3,,,,,,,,,,,489.8,
inman_WR_NE,Dontrelle Inman,WR,NE,10.0,334.5,,,0.0,,2.6,0.0,,,0.1,27.7,,,,,,,,,,,366.3,
hill_QB_NO,Taysom Hill,QB,NO,9.0,339.0,0.6,,1.1,,,0.6,0.6,,116.7,,,,,146.7,,,,0.3,,,,
kearse_WR_DET,Jermaine Kearse,WR,DET,5.0,347.0,,,0.0,,1.1,,,,0.2,16.1,,,,,,,,,,,178.0,
brown_WR_SEA,Jaron Brown,WR,SEA,11.0,350.0,,,0.0,,0.8,,,,0.2,7.0,,,,,,,,,,,104.9,
rogers_WR_IND,Chester Rogers,WR,IND,6.0,351.0,,,0.0,,1.6,,,,8.2,22.7,,,,,,,,,,,259.9,
coleman_WR_NYG,Corey Coleman,WR,NYG,11.0,356.0,,,0.1,,1.4,0.0,0.0,,13.0,20.3,,,,,,,,,0.0,,233.1,
meredith_WR_NO,Cameron Meredith,WR,NO,9.0,362.0,,,0.0,,0.9,,,,0.6,7.4,,,,,,,,,,,106.2,
abdullah_RB_MIN,Ameer Abdullah,RB,MIN,,-1.0,,,0.8,,0.1,0.1,,,45.7,3.8,,,,,,,,0.0,,,35.4,
akins_TE_HOU,Jordan Akins,TE,HOU,,-1.0,,,0.0,,1.2,0.0,0.0,,0.4,21.0,,,,,,,,,,,248.4,
aliecox_TE_IND,Mo Alie-Cox,TE,IND,,-1.0,,,0.0,,1.9,0.0,,,0.2,14.5,,,,,,,,,,,204.5,
allen_TE_MIA,Dwayne Allen,TE,MIA,,-1.0,,,0.0,,0.7,0.0,,,0.2,11.2,,,,,,,,,,,103.2,
andersen_K_TB,Phillip Andersen,K,TB,,-1.0,,,,,,,,,,,,,,,,0.0,,,,,,
anderson_RB_LAR,C.J. Anderson,RB,LAR,,-1.0,,,3.0,,1.0,1.0,,,503.0,19.0,,,,,,,,,,,130.0,
anderson_TE_NE,Stephen Anderson,TE,NE,,-1.0,,,0.0,,0.7,0.0,,,0.2,12.7,,,,,,,,,,,152.0,
armah_RB_CAR,Alex Armah,RB,CAR,,-1.0,,,0.1,,0.1,0.0,,,25.8,1.6,,,,,,,,0.0,,,7.7,
armstead_RB_JAX,Ryquell Armstead,RB,JAX,,-1.0,,,1.0,,0.0,,,,127.0,9.0,,,,,,,,,,,68.0,
arnold_TE_NO,Dan Arnold,TE,NO,,-1.0,,,0.0,,1.0,0.0,,,0.2,10.1,,,,,,,,,,,127.1,
auclair_TE_TB,Antony Auclair,TE,TB,,-1.0,,,0.0,,0.4,0.0,,,0.2,6.1,,,,,,,,,,,63.0,
austin_WR_DAL,Tavon Austin,WR,DAL,,-1.0,,,0.4,,0.9,0.0,,,63.5,10.5,,,,,,,,,,,119.7,
barkley_QB_BUF,Matt Barkley,QB,BUF,,-1.0,0.5,,0.0,,,0.0,0.8,,1.5,,,,,117.4,,,,0.5,,,,
barner_RB_ATL,Kenjon Barner,RB,ATL,,-1.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,
bawden_RB_DET,Nick Bawden,RB,DET,,-1.0,,,0.6,,0.1,0.0,,,34.7,8.2,,,,,,,,0.0,,,51.6,
beebe_WR_MIN,Chad Beebe,WR,MIN,,-1.0,,,0.0,,1.3,,,,1.6,18.4,,,,,,,,,,,211.4,
bell_TE_KC,Blake Bell,TE,KC,,-1.0,,,0.0,,0.3,,,,0.2,5.6,,,,,,,,,,,57.4,
bell_TE_SF,Blake Bell,TE,SF,,-1.0,,,,,1.0,0.0,,,,11.0,,,,,,,,,,,124.0,
bellamy_WR_NYJ,Joshua Bellamy,WR,NYJ,,-1.0,,,0.0,,0.4,,,,3.1,7.1,,,,,,,,,,,109.0,
berrios_WR_NE,Braxton Berrios,WR,NE,,-1.0,,,0.0,,0.0,,,,0.0,6.0,,,,,,,,,,,71.0,
blue_RB_JAX,Alfred Blue,RB,JAX,,-1.0,,,1.2,,0.3,,,,283.3,14.4,,,,,,,,,,,130.1,
bolden_RB_NE,Brandon Bolden,RB,NE,,-1.0,,,3.5,,0.1,0.6,,,141.4,3.3,,,,,,,,,,,33.9,
boone_RB_MIN,Mike Boone,RB,MIN,,-1.0,,,1.0,,0.0,,,,156.0,4.0,,,,,,,,,,,32.0,
bortles_QB_LAR,Blake Bortles,QB,LAR,,-1.0,1.1,,0.1,,,0.0,0.4,,9.6,,,,,186.2,,,,0.5,,,,
bourne_WR_SF,Kendrick Bourne,WR,SF,,-1.0,,,0.0,,2.5,0.0,,,0.2,31.7,,,,,,,,,,,402.8,
boyle_TE_BAL,Nick Boyle,TE,BAL,,-1.0,,,0.0,,1.0,0.0,0.0,,0.4,18.5,,,,,,,,,,,156.4,
braunecker_TE_CHI,Ben Braunecker,TE,CHI,,-1.0,,,,,0.4,,,,0.3,2.9,,,,,,,,,,,42.1,
bridgewater_QB_NO,Teddy Bridgewater,QB,NO,,-1.0,0.7,,0.0,,,0.0,0.1,,3.0,,,,,81.0,,,,0.5,,,,
brissett_QB_IND,Jacoby Brissett,QB,IND,,-1.0,0.8,,0.1,,,0.1,0.5,,7.6,,,,,122.2,,,,0.5,,,,
brown_TE_NYJ,Daniel Brown,TE,NYJ,,-1.0,,,0.0,,0.6,,,,0.3,7.2,,,,,,,,,,,85.3,
brown_WR_DAL,Noah Brown,WR,DAL,,-1.0,,,0.0,,0.0,,,,0.0,2.0,,,,,,,,,,,25.0,
bullock_K_CIN,Randy Bullock,K,CIN,,-1.0,,0.4,,1.0,,,,,,,7.8,,,,,26.2,,,,6.3,,7.9
burnett_WR_NYJ,Deontay Burnett,WR,NYJ,,-1.0,,,,,1.0,,,,1.4,11.7,,,,,,,,,,,153.5,
butler_WR_MIA,Brice Butler,WR,MIA,,-1.0,,,,,0.5,,,,0.4,6.6,,,,,,,,,,,97.2,
butt_TE_DEN,Jake Butt,TE,DEN,,-1.0,,,0.0,,1.1,,,,0.3,13.4,,,,,,,,,,,179.3,
cannon_RB_NYJ,Trenton Cannon,RB,NYJ,,-1.0,,,0.0,,0.0,,,,33.0,8.0,,,,,,,,,,,66.0,
cantrell_WR_LAC,Dylan Cantrell,WR,LAC,,-1.0,,,0.0,,0.4,,,,2.5,8.4,,,,,,,,,,,107.7,
carrier_TE_OAK,Derek Carrier,TE,OAK,,-1.0,,,,,2.0,0.0,,,,12.0,,,,,,,,,,,110.0,
carter_WR_HOU,DeAndre Carter,WR,HOU,,-1.0,,,0.0,,0.6,0.0,,,4.7,9.8,,,,,,,,,0.1,,129.0,
celek_TE_SF,Garrett Celek,TE,SF,,-1.0,,,,,1.7,0.0,,,0.4,6.8,,,,,,,,,,,107.6,
chark_WR_JAX,DJ Chark,WR,JAX,,-1.0,,,0.0,,2.5,0.0,0.0,,6.4,39.6,,,,,,,,,0.0,,508.8,
charles_TE_CLE,Orson Charles,TE,CLE,,-1.0,,,,,0.3,,,,0.4,2.7,,,,,,,,,,,23.9,
cole_WR_JAX,Keelan Cole,WR,JAX,,-1.0,,,0.0,,0.5,,,,0.3,12.0,,,,,,,,,,,176.9,
conklin_TE_MIN,Tyler Conklin,TE,MIN,,-1.0,,,,,0.7,0.0,,,0.5,9.0,,,,,,,,,,,108.5,
conley_WR_JAX,Chris Conley,WR,JAX,,-1.0,,,0.0,,2.1,,,,0.8,29.9,,,,,,,,,,,380.8,
cooper_WR_ARI,Pharoh Cooper,WR,ARI,,-1.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,
core_WR_CIN,Cody Core,WR,CIN,,-1.0,,,0.0,,0.5,,,,0.2,11.2,,,,,,,,,,,148.0,
cracraft_WR_DEN,River Cracraft,WR,DEN,,-1.0,,,0.0,,0.2,,,,0.9,1.3,,,,,,,,,,,36.5,
croom_TE_BUF,Jason Croom,TE,BUF,,-1.0,,,0.0,,1.0,2.0,0.0,,0.9,18.4,,,,,,,,,,,215.0,
culkin_TE_LAC,Sean Culkin,TE,LAC,,-1.0,,,0.0,,0.1,,,,0.2,2.6,,,,,,,,,,,26.4,
cunningham_RB_JAX,Benny Cunningham,RB,JAX,,-1.0,,,0.0,,0.0,,,,33.0,9.0,,,,,,,,,,,75.0,
daniel_QB_CHI,Chase Daniel,QB,CHI,,-1.0,0.8,,0.0,,,0.0,0.5,,3.0,,,,,108.5,,,,0.2,,,,
daniels_TE_ARI,Darrell Daniels,TE,ARI,,-1.0,,,,,0.2,,,,0.4,0.4,,,,,,,,,,,12.0,
davis_TE_WSH,Vernon Davis,TE,WSH,,-1.0,,,0.0,,1.0,,,,0.0,25.0,,,,,,,,,,,331.0,
davis_WR_GB,Trevor Davis,WR,GB,,-1.0,,,0.0,,0.0,,,,0.0,3.0,,,,,,,,,,,44.0,
davis_WR_LAC,Geremy Davis,WR,LAC,,-1.0,,,0.0,,0.0,,,,0.0,2.0,,,,,,,,,,,21.0,
devalve_TE_CLE,Seth DeValve,TE,CLE,,-1.0,,,,,0.7,0.0,,,0.4,7.0,,,,,,,,,,,92.7,
dickson_TE_SEA,Ed Dickson,TE,SEA,,-1.0,,,0.0,,1.9,0.0,,,5.2,19.1,,,,,,,,,,,209.0,
dieter_WR_KC,Gehrig Dieter,WR,KC,,-1.0,,,0.0,,0.0,,,,0.3,1.8,,,,,,,,,,,28.1,
dimarco_RB_BUF,Patrick DiMarco,RB,BUF,,-1.0,,,0.1,,0.1,0.0,,,4.7,3.1,,,,,,,,,,,23.8,
dobbs_QB_PIT,Joshua Dobbs,QB,PIT,,-1.0,0.9,,0.1,,,0.1,0.7,,5.5,,,,,127.7,,,,0.5,,,,
doctson_WR_WSH,Josh Doctson,WR,WSH,,-1.0,,,0.0,,4.0,,,,0.0,44.0,,,,,,,,,,,588.0,
driskel_QB_CIN,Jeff Driskel,QB,CIN,,-1.0,0.9,,0.2,,,0.1,1.1,,22.0,,,,,222.2,,,,0.5,,,,
dwelley_TE_SF,Ross Dwelley,TE,SF,,-1.0,,,,,1.0,0.0,,,,11.0,,,,,,,,,,,105.0,
ellison_TE_NYG,Rhett Ellison,TE,NYG,,-1.0,,,0.0,,1.4,0.0,,,0.3,18.5,,,,,,,,,,,191.0,
erickson_WR_CIN,Alex Erickson,WR,CIN,,-1.0,,,0.1,,0.2,0.0,,,15.0,6.1,,,,,,,,,,,83.0,
ervin_RB_BAL,Tyler Ervin,RB,BAL,,-1.0,,,0.3,,0.3,0.0,,,37.0,6.2,,,,,,,,0.0,,,48.1,
fells_TE_HOU,Darren Fells,TE,HOU,,-1.0,,,,,0.6,,0.0,,1.0,5.9,,,,,,,,,,,66.5,
ferguson_RB_HOU,Josh Ferguson,RB,HOU,,-1.0,,,0.0,,0.0,,,,33.0,4.0,,,,,,,,,,,31.0,
finley_QB_CIN,Ryan Finley,QB,CIN,,-1.0,1.0,,0.0,,,,1.0,,2.0,,,,,152.0,,,,,,,,
firkser_TE_TEN,Anthony Firkser,TE,TEN,,-1.0,,,0.0,,0.7,,,,0.2,11.3,,,,,,,,,,,137.0,
fluellen_RB_TEN,David Fluellen,RB,TEN,,-1.0,,,0.2,,0.1,0.1,,,50.9,3.8,,,,,,,,0.0,,,33.8,
foles_QB_JAX,Nick Foles,QB,JAX,,-1.0,20.9,,1.1,,,1.0,14.3,,44.1,,,,,3899.1,,,,0.5,,,,
fournette_RB_JAX,Leonard Fournette,RB,JAX,,-1.0,,,8.0,,1.4,,0.0,,966.3,53.4,,,,,,,,0.0,,,439.8,
fowler_WR_NYG,Bennie Fowler,WR,NYG,,-1.0,,,0.0,,1.0,,,,0.2,15.0,,,,,,,,,,,182.7,
franks_TE_CIN,Jordan Franks,TE,CIN,,-1.0,,,,,1.0,0.0,,,,10.0,,,,,,,,,,,121.0,
fulgham_WR_DET,Travis Fulgham,WR,DET,,-1.0,,,0.0,,1.0,,,,0.0,10.0,,,,,,,,,,,127.0,
gabbert_QB_TB,Blaine Gabbert,QB,TB,,-1.0,1.3,,0.1,,,0.0,1.2,,1.7,,,,,231.4,,,,0.4,,,,
gage_WR_ATL,Russell Gage,WR,ATL,,-1.0,,,0.0,,1.0,,,,0.4,11.8,,,,,,,,,,,147.8,
gaskin_RB_MIA,Myles Gaskin,RB,MIA,,-1.0,,,0.6,,0.2,0.3,,,121.8,6.4,,,,,,,,0.0,,,47.7,
gentry_TE_PIT,Zach Gentry,TE,PIT,,-1.0,,,0.0,,0.6,0.0,,,0.4,10.0,,,,,,,,,,,100.2,
gibson_WR_PHI,Shelton Gibson,WR,PHI,,-1.0,,,,,0.0,,,,1.3,,,,,,,,,,,,27.3,
glennon_QB_OAK,Mike Glennon,QB,OAK,,-1.0,0.4,,0.0,,,0.5,0.5,,2.0,,,,,101.4,,,,1.0,,,,
gore_RB_IND,Frank Gore,RB,IND,,-1.0,,,2.0,,1.0,1.0,,,417.0,11.0,,,,,,,,,,,106.0,
grant_RB_JAC,Corey Grant,RB,JAC,,-1.0,,,1.0,,0.0,0.0,,,140.0,8.0,,,,,,,,,,,69.0,
grant_WR_OAK,Ryan Grant,WR,OAK,,-1.0,,,0.0,,1.2,0.0,0.0,,0.2,23.7,,,,,,,,,,,251.4,
grayson_WR_KC,Davon Grayson,WR,KC,,-1.0,,,0.0,,0.3,,,,1.6,4.8,,,,,,,,,0.0,,55.6,
green_TE_LAC,Virgil Green,TE,LAC,,-1.0,,,0.0,,1.3,1.0,0.0,,0.8,14.7,,,,,,,,,,,161.1,
grier_QB_CAR,Will Grier,QB,CAR,,-1.0,1.0,,0.1,,,0.1,1.1,,5.2,,,,,192.8,,,,0.6,,,,
griffin_QB_BAL,Robert Griffin III,QB,BAL,,-1.0,0.9,,0.1,,,0.1,0.5,,13.1,,,,,168.6,,,,0.5,,,,
griffin_QB_TB,Ryan Griffin,QB,TB,,-1.0,2.0,,0.0,,,,2.0,,13.0,,,,,297.0,,,,,,,,
griffin_TE_NO,Garrett Griffin,TE,NO,,-1.0,,,,,2.0,0.0,,,,12.0,,,,,,,,,,,98.0,
grimble_TE_PIT,Xavier Grimble,TE,PIT,,-1.0,,,0.0,,0.9,1.0,,,0.2,11.4,,,,,,,,,,,131.3,
guice_RB_WSH,Derrius Guice,RB,WSH,,-1.0,,,7.0,,1.0,,,,890.0,32.0,,,,,,,,,,,251.0,
hall_WR_CHI,Marvin Hall,WR,CHI,,-1.0,,,0.0,,0.5,0.0,,,13.7,7.2,,,,,,,,,,,113.4,
ham_RB_MIN,CJ Ham,RB,MIN,,-1.0,,,0.0,,0.1,0.0,,,18.9,5.1,,,,,,,,0.0,,,39.1,
hardy_WR_ATL,Justin Hardy,WR,ATL,,-1.0,,,0.0,,1.5,,,,0.8,15.6,,,,,,,,,0.1,,173.9,
harmon_WR_WSH,Kelvin Harmon,WR,WSH,,-1.0,,,0.0,,1.0,,,,0.0,19.0,,,,,,,,,,,258.0,
harris_TE_CLE,Demetrius Harris,TE,CLE,,-1.0,,,0.0,,1.6,0.0,0.0,,0.4,12.6,,,,,,,,,,,135.4,
harris_WR_OAK,Dwayne Harris,WR,OAK,,-1.0,,,0.0,,0.0,,,,21.0,0.0,,,,,,,,,,,0.0,
haskins_QB_WSH,Dwayne Haskins,QB,WSH,,-1.0,14.0,,1.0,,,,11.0,,46.0,,,,,2707.0,,,,,,,,
hemingway_TE_CAR,Temarrick Hemingway,TE,CAR,,-1.0,,,,,1.0,0.0,,,,11.0,,,,,,,,,,,106.0,
henne_QB_KC,Chad Henne,QB,KC,,-1.0,0.8,,0.0,,,0.0,0.3,,3.0,,,,,141.6,,,,0.3,,,,
hill_RB_ATL,Brian Hill,RB,ATL,,-1.0,,,2.2,,0.3,0.9,,,319.1,6.0,,,,,,,,0.0,,,36.1,
hill_TE_NO,Josh Hill,TE,NO,,-1.0,,,0.0,,1.2,1.0,,,0.2,15.8,,,,,,,,,,,142.5,
hilliard_RB_CLE,Dontrell Hilliard,RB,CLE,,-1.0,,,0.1,,0.2,0.0,,,20.3,8.3,,,,,,,,0.0,0.0,,87.4,
hollins_WR_PHI,Mack Hollins,WR,PHI,,-1.0,,,0.0,,0.2,,,,0.3,4.2,,,,,,,,,,,61.6,
homer_RB_SEA,Travis Homer,RB,SEA,,-1.0,,,0.0,,0.0,,,,37.0,3.0,,,,,,,,,,,27.0,
hopkins_K_WSH,Dustin Hopkins,K,WSH,,-1.0,,,,0.0,,,,,,,,,,,,29.0,,,,,,8.0
hoyer_QB_NE,Brian Hoyer,QB,NE,,-1.0,0.9,,0.1,,,0.1,0.6,,1.4,,,,,153.8,,,,0.1,,,,
hudson_TE_TB,Tanner Hudson,TE,TB,,-1.0,,,,,1.0,0.0,,,,12.0,,,,,,,,,,,144.0,
hundley_QB_ARI,Brett Hundley,QB,ARI,,-1.0,0.9,,0.1,,,0.0,1.0,,7.9,,,,,154.9,,,,0.4,,,,
hurns_WR_DAL,Allen Hurns,WR,DAL,,-1.0,,,0.0,,0.4,,,,0.2,4.2,,,,,,,,,,,60.4,
izzo_TE_NE,Ryan Izzo,TE,NE,,-1.0,,,0.0,,0.1,,,,0.1,3.6,,,,,,,,,,,39.4,
jackson_RB_DAL,Darius Jackson,RB,DAL,,-1.0,,,0.3,,0.2,0.1,,,35.4,4.7,,,,,,,,0.0,,,27.5,
james_WR_SF,Richie James,WR,SF,,-1.0,,,0.0,,0.0,,,,0.0,3.0,,,,,,,,,,,44.0,
janovich_RB_DEN,Andy Janovich,RB,DEN,,-1.0,,,0.0,,0.2,0.0,,,7.1,10.1,,,,,,,,0.0,,,73.6,
jennings_WR_SEA,Gary Jennings Jr.,WR,SEA,,-1.0,,,0.0,,2.0,,,,0.0,26.0,,,,,,,,,,,321.0,
jennings_WR_TEN,Darius Jennings,WR,TEN,,-1.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,
johnson_RB_NE,Jakob Johnson,RB,NE,,-1.0,,,,,1.0,0.0,,,,12.0,,,,,,,,,,,125.0,
johnson_WR_ARI,KeeSean Johnson,WR,ARI,,-1.0,,,0.0,,1.0,,,,0.0,10.0,,,,,,,,,,,127.0,
jones_RB_HOU,Taiwan Jones,RB,HOU,,-1.0,,,0.0,,0.3,,,,,6.5,,,,,,,,,,,70.9,
keenum_QB_WSH,Case Keenum,QB,WSH,,-1.0,6.0,,0.0,,,,4.0,,36.0,,,,,1249.0,,,,,,,,
kemp_WR_KC,Marcus Kemp,WR,KC,,-1.0,,,,,0.2,,,,1.1,3.3,,,,,,,,,,,61.1,
kizer_QB_GB,DeShone Kizer,QB,GB,,-1.0,0.8,,0.1,,,0.1,0.5,,9.1,,,,,145.1,,,,0.5,,,,
koyack_TE_JAC,Ben Koyack,TE,JAC,,-1.0,,,,,1.0,0.0,,,,12.0,,,,,,,,,,,96.0,
lambo_K_JAX,Josh Lambo,K,JAX,,-1.0,,0.1,,0.0,,,,,,,7.9,,,,,28.5,,,,7.6,,8.6
lasley_WR_BAL,Jordan Lasley,WR,BAL,,-1.0,,,0.0,,0.0,,,,0.0,3.0,,,,,,,,,,,33.0,
latimer_WR_NYG,Cody Latimer,WR,NYG,,-1.0,,,0.0,,1.7,0.0,,,0.3,20.1,,,,,,,,,,,306.4,
lee_WR_JAX,Marqise Lee,WR,JAX,,-1.0,,,0.0,,3.6,0.0,0.0,,17.5,56.7,,,,,,,,,,,698.9,
lewis_TE_GB,Marcedes Lewis,TE,GB,,-1.0,,,0.0,,0.8,0.0,,,0.2,5.4,,,,,,,,,,,66.1,
lewis_WR_DET,Tommylee Lewis,WR,DET,,-1.0,,,0.0,,0.2,0.0,,,24.4,1.9,,,,,,,,,,,39.4,
line_RB_NO,Zach Line,RB,NO,,-1.0,,,0.1,,0.7,0.0,,,42.4,5.3,,,,,,,,0.0,,,29.2,
logan_RB_ARI,T.J. Logan,RB,ARI,,-1.0,,,0.4,,0.1,0.5,,,41.4,7.6,,,,,,,,0.0,,,48.4,
love_RB_WSH,Bryce Love,RB,WSH,,-1.0,,,0.0,,0.0,,,,34.0,5.0,,,,,,,,,,,42.0,
lynch_QB_SEA,Paxton Lynch,QB,SEA,,-1.0,1.0,,0.0,,,0.1,0.6,,0.8,,,,,138.0,,,,0.6,,,,
mack_TE_NO,Alize Mack,TE,NO,,-1.0,,,,,1.0,0.0,,,,12.0,,,,,,,,,,,115.0,
manhertz_TE_CAR,Chris Manhertz,TE,CAR,,-1.0,,,0.0,,0.4,0.0,,,0.2,4.8,,,,,,,,,,,68.2,
mannion_QB_MIN,Sean Mannion,QB,MIN,,-1.0,0.1,,0.0,,,0.0,0.3,,1.8,,,,,124.6,,,,0.4,,,,
marshall_RB_WSH,Byron Marshall,RB,WSH,,-1.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,
matthews_WR_NO,Rishard Matthews,WR,NO,,-1.0,,,0.0,,1.0,,,,0.0,7.0,,,,,,,,,,,95.0,
matthews_WR_SF,Jordan Matthews,WR,SF,,-1.0,,,0.0,,1.9,0.0,,,0.2,18.8,,,,,,,,,,,280.6,
mccarron_QB_HOU,AJ McCarron,QB,HOU,,-1.0,1.0,,0.0,,,0.0,0.0,,2.5,,,,,121.0,,,,,,,,
mckenzie_WR_BUF,Isaiah McKenzie,WR,BUF,,-1.0,,,0.6,,0.4,0.0,,,53.0,7.4,,,,,,,,,0.0,,101.9,
mckissic_RB_SEA,J.D. McKissic,RB,SEA,,-1.0,,,0.5,,1.5,1.0,,,126.0,17.5,,,,,,,,,,,136.0,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,,-1.0,,,0.0,,2.0,,,,0.0,26.0,,,,,,,,,,,341.0,
mcsorley_QB_BAL,Trace McSorley,QB,BAL,,-1.0,0.0,,0.0,,,,0.0,,28.0,,,,,0.0,,,,,,,,
miller_WR_TB,Scotty Miller,WR,TB,,-1.0,,,0.0,,1.0,,,,0.0,10.0,,,,,,,,,,,125.0,
minshew_QB_JAC,Gardner Minshew,QB,JAC,,-1.0,1.0,,0.0,,,0.0,0.0,,3.0,,,,,119.0,,,,,,,,
minshew_QB_JAX,Gardner Minshew,QB,JAX,,-1.0,1.0,,0.1,,,0.1,1.5,,6.6,,,,,295.8,,,,0.6,,,,
moreau_TE_OAK,Foster Moreau,TE,OAK,,-1.0,,,0.0,,0.6,0.0,,,0.4,10.4,,,,,,,,,,,105.3,
morgan_TE_MIN,David Morgan,TE,MIN,,-1.0,,,0.0,,0.4,0.0,,,0.2,5.9,,,,,,,,,,,51.5,
mostert_RB_SF,Raheem Mostert,RB,SF,,-1.0,,,1.0,,0.2,0.6,,,133.8,3.9,,,,,,,,0.0,,,29.8,
mullens_QB_SF,Nick Mullens,QB,SF,,-1.0,0.9,,0.0,,,0.0,0.7,,1.3,,,,,160.6,,,,0.6,,,,
mundt_TE_LAR,Johnny Mundt,TE,LAR,,-1.0,,,,,0.3,,,,0.4,2.5,,,,,,,,,,,30.1,
murphy_K_ARI,Cole Murphy,K,ARI,,-1.0,,,,,,,,,,,,,,,,0.0,,,,,,
natson_WR_LAR,JoJo Natson,WR,LAR,,-1.0,,,0.0,,0.0,0.0,,,4.0,0.3,,,,,,,,,0.0,,19.1,
nauta_TE_DET,Isaac Nauta,TE,DET,,-1.0,,,0.0,,0.5,0.0,,,0.0,8.0,,,,,,,,,,,74.0,
nelson_WR_OAK,J.J. Nelson,WR,OAK,,-1.0,,,0.1,,0.9,0.0,,,28.1,11.7,,,,,,,,1.5,0.0,,186.5,
nix_RB_PIT,Roosevelt Nix,RB,PIT,,-1.0,,,0.1,,0.1,0.0,,,1.6,3.9,,,,,,,,0.0,,,26.0,
nugent_K_OAK,Mike Nugent,K,OAK,,-1.0,,,,,,,,,,,,,,,,0.0,,,,,,
ogunbowale_RB_TB,Dare Ogunbowale,RB,TB,,-1.0,,,0.6,,0.5,0.1,,,71.6,10.7,,,,,,,,0.0,,,93.2,
olawale_RB_DAL,Jamize Olawale,RB,DAL,,-1.0,,,0.0,,0.1,,,,0.5,4.0,,,,,,,,,,,31.3,
oleary_TE_MIA,Nick O'Leary,TE,MIA,,-1.0,,,,,0.9,,,,0.4,12.8,,,,,,,,,,,110.1,
oliver_TE_JAX,Josh Oliver,TE,JAX,,-1.0,,,0.0,,0.9,,,,0.6,13.9,,,,,,,,,,,165.2,
ortiz_RB_ATL,Ricky Ortiz,RB,ATL,,-1.0,,,0.0,,0.1,0.0,,,2.0,3.4,,,,,,,,0.0,,,22.3,
oshaughnessy_TE_JAC,James O'Shaughnessy,TE,JAC,,-1.0,,,,,1.0,0.0,,,,25.0,,,,,,,,,,,240.0,
oshaughnessy_TE_JAX,James O'Shaughnessy,TE,JAX,,-1.0,,,0.0,,1.1,,,,0.2,18.2,,,,,,,,,,,178.3,
pascal_WR_IND,Zach Pascal,WR,IND,,-1.0,,,0.0,,0.3,0.0,,,8.3,6.4,,,,,,,,,,,88.1,
paulsen_TE_ATL,Logan Paulsen,TE,ATL,,-1.0,,,0.0,,0.8,0.0,,,0.2,9.5,,,,,,,,,,,95.3,
peake_WR_NYJ,Charone Peake,WR,NYJ,,-1.0,,,,,0.0,,,,0.9,,,,,,,,,,,,24.8,
penny_RB_NYG,Elijhaa Penny,RB,NYG,,-1.0,,,0.0,,0.0,,,,17.0,8.0,,,,,,,,,,,71.0,
perkins_RB_NYG,Paul Perkins,RB,NYG,,-1.0,,,1.0,,0.0,,,,111.0,4.0,,,,,,,,,,,34.0,
perkins_TE_PHI,Josh Perkins,TE,PHI,,-1.0,,,0.0,,0.0,,,,0.0,2.0,,,,,,,,,,,21.0,
peterson_RB_WSH,Adrian Peterson,RB,WSH,,-1.0,,,2.0,,0.0,,,,399.0,7.0,,,,,,,,,,,51.0,
prosise_RB_SEA,C.J. Prosise,RB,SEA,,-1.0,,,0.6,,0.7,0.1,,,100.1,11.6,,,,,,,,0.0,,,116.2,
pruitt_TE_TEN,MyCole Pruitt,TE,TEN,,-1.0,,,,,2.0,0.0,,,,19.0,,,,,,,,,,,208.0,
quick_WR_WAS,Brian Quick,WR,WAS,,-1.0,,,,,0.2,,,,0.4,2.1,,,,,,,,,,,48.7,
quinn_WR_WSH,Trey Quinn,WR,WSH,,-1.0,,,0.0,,2.0,,,,18.0,34.0,,,,,,,,,,,422.0,
