name,pos,team,fpts,each_fumble_recovered,each_interception,each_pass_completed_&_each_pass_attempted,each_reception,each_sack,extra_points_made_,fantasy_points,field_goals_made_,interceptions_thrown,passing_yards,points_allowed,receiving_target,receiving_yards,receiving_yards_per_catch,rushing_attempts,rushing_yards,rushing_yards_per_attempt,td_pass,td_reception,td_rush,total_return_td,yards_allowed
Travis Fulgham,WR,DET,16.8,,,,10.0,,,16.8,,,,,16.0,126.0,13.1,0.0,0.0,,,1.0,0.0,,
Keelan Cole,WR,JAX,27.6,,,,16.0,,,27.6,,,,,28.0,230.0,14.2,0.0,0.0,,,1.0,0.0,,
Ed Dickson,TE,SEA,22.1,,,,12.0,,,22.1,,,,,18.0,142.0,11.9,0.0,0.0,,,1.0,0.0,,
Scotty Miller,WR,TB,15.5,,,,10.0,,,15.5,,,,,17.0,115.0,11.7,0.0,0.0,,,1.0,0.0,,
Torrey Smith,WR,CAR,16.7,,,,8.0,,,16.7,,,,,15.0,117.0,14.1,0.0,0.0,,,1.0,0.0,,
Laquon Treadwell,WR,MIN,19.7,,,,13.0,,,19.7,,,,,21.0,149.0,11.2,0.0,0.0,,,1.0,0.0,,
Corey Coleman,WR,NYG,16.1,,,,8.0,,,16.1,,,,,16.0,111.0,13.8,0.0,0.0,,,1.0,0.0,,
Ricky Seals-Jones,TE,ARI,14.8,,,,9.0,,,14.8,,,,,15.0,105.0,11.9,0.0,0.0,,,1.0,0.0,,
Jonnu Smith,TE,TEN,14.1,,,,9.0,,,14.1,,,,,14.0,101.0,11.0,0.0,0.0,,,1.0,0.0,,
Byron Pringle,WR,KC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
James Develin,RB,NE,13.6,,,,9.0,,,13.6,,,,,,73.0,,5.0,14.0,3.0,,0.0,0.0,,
Eli Rogers,WR,PIT,26.3,,,,18.0,,,26.3,,,,,25.0,183.0,10.4,4.0,22.0,,,1.0,0.0,,
Trevon Wesco,TE,NYJ,5.1,,,,3.0,,,5.1,,,,,5.0,36.0,10.9,0.0,0.0,,,0.0,0.0,,
Luke Stocker,TE,ATL,12.7,,,,8.0,,,12.7,,,,,11.0,81.0,10.1,0.0,0.0,,,1.0,0.0,,
Cameron Meredith,WR,NO,19.4,,,,11.0,,,19.4,,,,,16.0,143.0,12.7,0.0,0.0,,,1.0,0.0,,
Deon Cain,WR,IND,12.9,,,,8.0,,,12.9,,,,,12.0,97.0,12.9,0.0,0.0,,,1.0,0.0,,
Braxton Berrios,WR,NE,5.4,,,,3.0,,,5.4,,,,,4.0,34.0,11.8,0.0,0.0,,,0.0,0.0,,
Neal Sterling,TE,KC,16.0,,,,10.0,,,16.0,,,,,16.0,115.0,11.2,0.0,0.0,,,1.0,0.0,,
Elijhaa Penny,RB,NYG,11.2,,,,8.0,,,11.2,,,,,,71.0,,4.0,17.0,4.2,,0.0,0.0,,
Zach Line,RB,NO,13.1,,,,6.0,,,13.1,,,,,,51.0,,9.0,36.0,4.1,,0.0,0.0,,
Levine Toilolo,TE,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Andy Janovich,RB,DEN,9.8,,,,9.0,,,9.8,,,,,,74.0,,2.0,8.0,4.1,,0.0,0.0,,
Dalton Schultz,TE,DAL,11.1,,,,7.0,,,11.1,,,,,10.0,77.0,11.1,0.0,0.0,,,1.0,0.0,,
Jeremy Sprinkle,TE,WSH,10.8,,,,7.0,,,10.8,,,,,11.0,78.0,10.9,0.0,0.0,,,1.0,0.0,,
Foster Moreau,TE,OAK,10.3,,,,7.0,,,10.3,,,,,11.0,76.0,10.2,0.0,0.0,,,0.0,0.0,,
Ryan Grant,WR,OAK,10.2,,,,8.0,,,10.2,,,,,11.0,80.0,10.7,0.0,0.0,,,0.0,0.0,,
Marcell Ateman,WR,OAK,10.8,,,,7.0,,,10.8,,,,,11.0,81.0,11.9,0.0,0.0,,,0.0,0.0,,
Durham Smythe,TE,MIA,10.2,,,,7.0,,,10.2,,,,,11.0,78.0,10.8,0.0,0.0,,,0.0,0.0,,
Rishard Matthews,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Drew Sample,TE,CIN,9.8,,,,7.0,,,9.8,,,,,11.0,74.0,10.6,0.0,0.0,,,0.0,0.0,,
Joshua Bellamy,WR,NYJ,10.7,,,,6.0,,,10.7,,,,,10.0,78.0,13.7,0.0,0.0,,,0.0,0.0,,
Alex Erickson,WR,CIN,11.1,,,,5.0,,,11.1,,,,,8.0,63.0,12.2,2.0,11.0,,,0.0,0.0,,
Deonte Thompson,WR,NYJ,10.5,,,,6.0,,,10.5,,,,,10.0,78.0,13.7,0.0,0.0,,,0.0,0.0,,
Isaiah McKenzie,WR,BUF,13.3,,,,3.0,,,13.3,,,,,5.0,34.0,12.5,8.0,53.0,,,0.0,1.0,,
Anthony Firkser,TE,TEN,9.6,,,,6.0,,,9.6,,,,,9.0,74.0,11.4,0.0,0.0,,,0.0,0.0,,
Rod Smith,RB,NYG,11.6,,,,4.0,,,11.6,,,,,,35.0,,12.0,49.0,4.1,,0.0,0.0,,
T.J. Logan,RB,ARI,11.3,,,,4.0,,,11.3,,,,,,33.0,,12.0,50.0,4.2,,0.0,0.0,,
Taywan Taylor,WR,TEN,9.6,,,,6.0,,,9.6,,,,,9.0,76.0,13.3,0.0,0.0,,,0.0,0.0,,
Jason Croom,TE,BUF,9.1,,,,6.0,,,9.1,,,,,9.0,71.0,11.6,0.0,0.0,,,0.0,0.0,,
Dan Arnold,TE,NO,9.6,,,,5.0,,,9.6,,,,,8.0,63.0,11.9,0.0,0.0,,,1.0,0.0,,
Ryan Izzo,TE,NE,3.7,,,,2.0,,,3.7,,,,,4.0,26.0,11.3,0.0,0.0,,,0.0,0.0,,
Seth Roberts,WR,BAL,8.4,,,,6.0,,,8.4,,,,,9.0,64.0,11.6,0.0,0.0,,,0.0,0.0,,
CJ Ham,RB,MIN,9.0,,,,4.0,,,9.0,,,,,,34.0,,8.0,34.0,4.1,,0.0,0.0,,
Dylan Cantrell,WR,LAC,8.2,,,,5.0,,,8.2,,,,,8.0,60.0,12.6,0.0,0.0,,,0.0,0.0,,
Spencer Ware,RB,IND,10.3,,,,2.0,,,10.3,,,,,,22.0,,12.0,53.0,4.5,,0.0,0.0,,
Andre Roberts,WR,BUF,9.6,,,,3.0,,,9.6,,,,,5.0,35.0,13.0,0.0,0.0,,,0.0,0.0,,
Josh Ferguson,RB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Travis Homer,RB,SEA,8.7,,,,3.0,,,8.7,,,,,,27.0,,9.0,37.0,4.0,,0.0,0.0,,
David Fluellen,RB,TEN,8.2,,,,3.0,,,8.2,,,,,,28.0,,8.0,34.0,4.1,,0.0,0.0,,
DeAndre Carter,WR,HOU,7.2,,,,3.0,,,7.2,,,,,5.0,41.0,11.9,0.0,0.0,,,0.0,0.0,,
Zach Gentry,TE,PIT,6.2,,,,4.0,,,6.2,,,,,6.0,44.0,10.7,0.0,0.0,,,0.0,0.0,,
Blake Bell,TE,KC,12.9,,,,8.0,,,12.9,,,,,11.0,86.0,11.4,0.0,0.0,,,1.0,0.0,,
Richie James,WR,SF,12.5,,,,7.0,,,12.5,,,,,11.0,87.0,12.8,0.0,0.0,,,1.0,0.0,,
Mack Hollins,WR,PHI,6.4,,,,4.0,,,6.4,,,,,6.0,45.0,12.8,0.0,0.0,,,0.0,0.0,,
Damion Ratley,WR,CLE,6.4,,,,3.0,,,6.4,,,,,6.0,45.0,12.9,0.0,0.0,,,0.0,0.0,,
Keith Kirkwood,WR,NO,13.0,,,,7.0,,,13.0,,,,,11.0,90.0,13.3,0.0,0.0,,,1.0,0.0,,
Darren Fells,TE,HOU,6.3,,,,4.0,,,6.3,,,,,5.0,41.0,11.4,0.0,0.0,,,0.0,0.0,,
Antony Auclair,TE,TB,5.9,,,,4.0,,,5.9,,,,,6.0,42.0,10.7,0.0,0.0,,,0.0,0.0,,
Sean Culkin,TE,LAC,6.2,,,,4.0,,,6.2,,,,,5.0,41.0,11.7,0.0,0.0,,,0.0,0.0,,
Trevor Davis,WR,GB,6.2,,,,3.0,,,6.2,,,,,6.0,44.0,12.7,0.0,0.0,,,0.0,0.0,,
Scott Simonson,TE,NYG,6.0,,,,4.0,,,6.0,,,,,5.0,41.0,11.4,0.0,0.0,,,0.0,0.0,,
Marcedes Lewis,TE,GB,6.1,,,,3.0,,,6.1,,,,,6.0,36.0,11.1,0.0,0.0,,,0.0,0.0,,
David Morgan,TE,MIN,5.7,,,,4.0,,,5.7,,,,,5.0,40.0,10.8,0.0,0.0,,,0.0,0.0,,
Derek Carrier,TE,OAK,5.4,,,,4.0,,,5.4,,,,,6.0,38.0,9.5,0.0,0.0,,,0.0,0.0,,
Ryan Griffin,QB,TB,9.3,,,14.0,,,,9.3,,1.0,170.0,,,,,1.0,3.0,,1.0,,0.0,,
Chris Manhertz,TE,CAR,5.9,,,,3.0,,,5.9,,,,,5.0,38.0,11.5,0.0,0.0,,,0.0,0.0,,
Isaac Nauta,TE,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Anthony Sherman,RB,KC,4.7,,,,4.0,,,4.7,,,,,,37.0,,0.0,0.0,0.0,,0.0,0.0,,
Vyncint Smith,WR,HOU,6.0,,,,3.0,,,6.0,,,,,5.0,42.0,14.0,0.0,0.0,,,0.0,0.0,,
Kaden Smith,TE,SF,5.2,,,,4.0,,,5.2,,,,,5.0,38.0,10.8,0.0,0.0,,,0.0,0.0,,
Bennie Fowler,WR,NYG,5.6,,,,3.0,,,5.6,,,,,5.0,40.0,12.8,0.0,0.0,,,0.0,0.0,,
Jamize Olawale,RB,DAL,4.7,,,,4.0,,,4.7,,,,,,37.0,,0.0,0.0,0.0,,0.0,0.0,,
Keith Smith,RB,OAK,4.2,,,,4.0,,,4.2,,,,,,35.0,,0.0,0.0,0.0,,0.0,0.0,,
Cody Core,WR,CIN,5.0,,,,3.0,,,5.0,,,,,5.0,40.0,12.6,0.0,0.0,,,0.0,0.0,,
Jermaine Kearse,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Trayveon Williams,RB,CIN,5.9,,,,2.0,,,5.9,,,,,,16.0,,8.0,30.0,4.0,,0.0,0.0,,
Lee Smith,TE,BUF,4.5,,,,3.0,,,4.5,,,,,5.0,32.0,9.4,0.0,0.0,,,0.0,0.0,,
Stephen Anderson,TE,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Gehrig Dieter,WR,KC,16.6,,,,9.0,,,16.6,,,,,14.0,116.0,13.3,0.0,0.0,,,1.0,0.0,,
Patrick DiMarco,RB,BUF,3.8,,,,3.0,,,3.8,,,,,,31.0,,0.0,0.0,0.0,,0.0,0.0,,
Tajae Sharpe,WR,TEN,4.7,,,,3.0,,,4.7,,,,,5.0,34.0,13.2,0.0,0.0,,,0.0,0.0,,
John Ursua,WR,SEA,4.6,,,,3.0,,,4.6,,,,,4.0,31.0,12.2,0.0,0.0,,,0.0,0.0,,
Jordan Lasley,WR,BAL,4.2,,,,3.0,,,4.2,,,,,4.0,33.0,12.7,0.0,0.0,,,0.0,0.0,,
Zach Pascal,WR,IND,4.3,,,,2.0,,,4.3,,,,,4.0,27.0,11.8,0.0,0.0,,,0.0,0.0,,
Dwayne Harris,WR,OAK,6.3,,,,0.0,,,6.3,,,,,0.0,0.0,0.0,4.0,21.0,,,0.0,0.0,,
Juwann Winfree,WR,DEN,3.7,,,,3.0,,,3.7,,,,,4.0,30.0,11.8,0.0,0.0,,,0.0,0.0,,
Noah Brown,WR,DAL,3.5,,,,2.0,,,3.5,,,,,3.0,25.0,12.6,0.0,0.0,,,0.0,0.0,,
Alex Armah,RB,CAR,5.5,,,,0.0,,,5.5,,,,,,0.0,,8.0,34.0,4.1,,0.0,0.0,,
Matt Schaub,QB,ATL,5.4,,,8.0,,,,5.4,,0.0,84.0,,,,,0.0,1.0,,1.0,,0.0,,
Roosevelt Nix,RB,PIT,2.5,,,,2.0,,,2.5,,,,,,20.0,,0.0,0.0,0.0,,0.0,0.0,,
Tyrod Taylor,QB,LAC,4.9,,,6.0,,,,4.9,,0.0,67.0,,,,,1.0,6.0,,0.0,,0.0,,
AJ McCarron,QB,HOU,4.9,,,7.0,,,,4.9,,0.0,79.0,,,,,0.0,1.0,,1.0,,0.0,,
Josh Perkins,TE,PHI,3.0,,,,2.0,,,3.0,,,,,3.0,21.0,11.4,0.0,0.0,,,0.0,0.0,,
Richard Rodgers,TE,PHI,2.9,,,,2.0,,,2.9,,,,,3.0,19.0,9.6,0.0,0.0,,,0.0,0.0,,
Brian Hoyer,QB,NE,4.8,,,7.0,,,,4.8,,0.0,81.0,,,,,0.0,0.0,,1.0,,0.0,,
Chase Daniel,QB,CHI,4.7,,,7.0,,,,4.7,,0.0,79.0,,,,,0.0,1.0,,1.0,,0.0,,
Mike Glennon,QB,OAK,4.7,,,7.0,,,,4.7,,0.0,84.0,,,,,0.0,1.0,,0.0,,0.0,,
Ricky Ortiz,RB,ATL,2.5,,,,2.0,,,2.5,,,,,,19.0,,0.0,0.0,0.0,,0.0,0.0,,
Trevor Siemian,QB,NYJ,4.7,,,7.0,,,,4.7,,0.0,76.0,,,,,0.0,2.0,,1.0,,0.0,,
Cooper Rush,QB,DAL,4.6,,,7.0,,,,4.6,,0.0,78.0,,,,,0.0,1.0,,0.0,,0.0,,
Ty Johnson,RB,DET,4.6,,,,0.0,,,4.6,,,,,,0.0,,8.0,30.0,3.7,,0.0,0.0,,
Geremy Davis,WR,LAC,3.0,,,,2.0,,,3.0,,,,,3.0,21.0,13.0,0.0,0.0,,,0.0,0.0,,
Sean Mannion,QB,MIN,4.6,,,7.0,,,,4.6,,0.0,78.0,,,,,0.0,1.0,,0.0,,0.0,,
Eric Tomlinson,TE,NYJ,5.7,,,,3.0,,,5.7,,,,,5.0,38.0,11.3,0.0,0.0,,,0.0,0.0,,
Paxton Lynch,QB,SEA,4.5,,,6.0,,,,4.5,,0.0,67.0,,,,,0.0,1.0,,1.0,,0.0,,
Matt Barkley,QB,BUF,4.3,,,7.0,,,,4.3,,0.0,84.0,,,,,0.0,0.0,,0.0,,0.0,,
Tom Savage,QB,DET,4.3,,,7.0,,,,4.3,,0.0,76.0,,,,,0.0,0.0,,0.0,,0.0,,
Ryan Finley,QB,CIN,4.0,,,7.0,,,,4.0,,0.0,76.0,,,,,0.0,1.0,,0.0,,0.0,,
Gardner Minshew,QB,JAX,3.5,,,6.0,,,,3.5,,0.0,74.0,,,,,0.0,1.0,,0.0,,0.0,,
Allen Hurns,WR,DAL,2.3,,,,1.0,,,2.3,,,,,2.0,16.0,14.0,0.0,0.0,,,0.0,0.0,,
Darius Jennings,WR,TEN,3.3,,,,0.0,,,3.3,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Bobo Wilson,WR,TB,2.9,,,,0.0,,,2.9,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Derek Watt,RB,LAC,2.2,,,,0.0,,,2.2,,,,,,0.0,,4.0,17.0,4.1,,0.0,0.0,,
JoJo Natson,WR,LAR,1.9,,,,0.0,,,1.9,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
River Cracraft,WR,DEN,1.8,,,,0.0,,,1.8,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Brandon Zylstra,WR,MIN,1.2,,,,0.0,,,1.2,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Byron Marshall,RB,WSH,1.2,,,,0.0,,,1.2,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,
Dontrell Hilliard,RB,CLE,0.8,,,,0.0,,,0.8,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,
Kenjon Barner,RB,ATL,0.8,,,,0.0,,,0.8,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,
Pharoh Cooper,WR,ARI,0.6,,,,0.0,,,0.6,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Ameer Abdullah,RB,MIN,0.6,,,,0.0,,,0.6,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,
Brice Butler,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Garrett Celek,TE,SF,13.3,,,,7.0,,,13.3,,,,,11.0,88.0,12.5,0.0,0.0,,,1.0,0.0,,
Logan Thomas,TE,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Colt McCoy,QB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alex Tanney,QB,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brittan Golden,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Blaine Gabbert,QB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Matthew Slater,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Orson Charles,TE,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Josh Gordon,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
DeAndre Washington,RB,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chad Williams,WR,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Deontay Burnett,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Andy Jones,WR,DET,5.2,,,,3.0,,,5.2,,,,,5.0,37.0,11.6,0.0,0.0,,,0.0,0.0,,
Dwayne Washington,RB,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ben Koyack,TE,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jaleel Scott,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mason Schreck,TE,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Powell,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Elijah Hood,RB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Keon Hatcher,WR,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Troy Fumagalli,TE,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jordan Leggett,TE,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Charone Peake,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Robert Tonyan,TE,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kendrick Bourne,WR,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Quincy Adeboyejo,WR,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Trent Sherfield,WR,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Maurice Harris,WR,NE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Lance Lenoir Jr.,WR,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ricardo Louis,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Shelton Gibson,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyler Ervin,RB,BAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jerome Cunningham,TE,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Shaun Wilson,RB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marvin Hall,WR,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Eric Saubert,TE,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jacob Hollister,TE,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Roc Thomas,RB,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nick O'Leary,TE,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Quadree Henderson,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cameron Batson,WR,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ray-Ray McCloud III,WR,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marcus Kemp,WR,KC,5.1,,,,3.0,,,5.1,,,,,4.0,35.0,13.0,0.0,0.0,,,0.0,0.0,,
Garrett Griffin,TE,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jordan Franks,TE,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Javon Wims,WR,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brian Hill,RB,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tommylee Lewis,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Da'Mari Scott,WR,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cedrick Wilson,WR,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Marcus Johnson,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Seth DeValve,TE,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ross Dwelley,TE,SF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyler Conklin,TE,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Carlton Agudosi,WR,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Damiere Byrd,WR,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jalen Tolliver,WR,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jehu Chesson,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chris Lacy,WR,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Malik Turner,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Samaje Perine,RB,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Buddy Howell,RB,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Darius Jackson,RB,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Brandon Allen,QB,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kyle Allen,QB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cardale Jones,QB,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jeff Driskel,QB,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Davis Webb,QB,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kyle Lauletta,QB,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Luke Falk,QB,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cody Kessler,QB,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Keenan Reynolds,WR,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cole Wick,TE,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Thomas Rawls,RB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Temarrick Hemingway,TE,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nathan Peterman,QB,OAK,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Devin Smith,WR,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Troymaine Pope,RB,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Dare Ogunbowale,RB,TB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Rico Gathers,TE,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Gabe Holmes,TE,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
MyCole Pruitt,TE,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Aaron Burbridge,WR,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Derrick Willies,WR,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cethan Carter,RB,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jawill Davis,WR,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tanner Lee,QB,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Garrett Dickerson,TE,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Robert Davis,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mason Rudolph,QB,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
D.J. Foster,RB,ARI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Daurice Fountain,WR,IND,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kalif Raymond,WR,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Will Tye,TE,PHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Alonzo Russell,WR,NYG,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Isaiah Ford,WR,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Nick Bawden,RB,DET,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jeremy McNichols,RB,TEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Justin Davis,RB,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jaelen Strong,WR,CLE,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tanner Gentry,WR,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jake Rudock,QB,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Clive Walford,TE,MIA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Auden Tate,WR,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Austin Carr,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Danny Vitale,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Kevin Hogan,QB,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
J.J. Jones,WR,NYJ,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Johnny Holton,WR,PIT,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jeremy Langford,RB,ATL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Chad Hansen,WR,NO,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
DeAndrew White,WR,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Josh Malone,WR,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Malcolm Johnson,RB,GB,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tyrone Swoopes,TE,SEA,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Austin Proehl,WR,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Detrez Newsome,RB,LAC,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
KhaDarel Hodge,WR,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cole Hikutini,TE,MIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Jerell Adams,TE,HOU,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Taylor Heinicke,QB,CAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
De'Angelo Henderson,RB,DEN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Ben Braunecker,TE,CHI,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mike Thomas,WR,LAR,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Cam Phillips,WR,BUF,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Mike White,QB,DAL,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Hunter Sharp,WR,CIN,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Tre McBride,WR,JAX,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
Darvin Kidsy,WR,WSH,0.0,,,,,,,0.0,,,,,,,,,,,,,,,
