name,pos,madden_ovr
dorin_dickerson,RB,72
frank_summers,RB,67
jairus_byrd,FS,95
aaron_williams,FS,75
cj_spiller,RB,92
fred_jackson,RB,83
tashard_choice,RB,73
zach_brown,RB,66
rian_lindell,K,84
dustin_hopkins,K,71
mario_williams,LE,92
jarron_gilbert,LE,69
sam_young,LG,72
chris_scott,LG,68
colin_brown,LG,62
mark_anderson,LOLB,73
jerry_hughes,LOLB,72
kourtnei_brown,LOLB,56
cordy_glenn,LT,77
chris_hairston,LT,74
thomas_welch,LT,60
nigel_bradham,MLB,73
arthur_moats,MLB,70
kiko_alonso,MLB,70
brian_smith,MLB,61
marcus_dowtin,MLB,52
shawn_powell,P,65
kevin_kolb,QB,76
ej_manuel,QB,74
jeff_tuel,QB,64
kyle_williams,RE,91
alan_branch,RE,75
alex_carrington,RE,71
jay_ross,RE,57
kraig_urbik,RG,81
zack_chibane,RG,63
keith_williams,RG,61
manny_lawson,ROLB,82
bryan_scott,ROLB,73
chris_white,ROLB,61
erik_pears,RT,78
zebrie_sanders,RT,66
danorris_searcy,SS,75
duke_williams,SS,70
mana_silva,SS,65
jonathan_meeks,SS,64
scott_chandler,TE,83
lee_smith,TE,73
chris_gragg,TE,69
mike_caussin,TE,66
mickey_shuler,TE,62
stevie_johnson,WR,89
brad_smith,WR,73
robert_woods,WR,70
tj_graham,WR,70
marcus_easley,WR,66
darick_rogers,WR,66
marquise_goodwin,WR,64
chris_hogan,WR,63
demarco_sampson,WR,62
kevin_elliott,WR,60
jd_walton,C,79
philip_blake,C,68
cj_davis,C,65
quentin_saulsberry,C,64
justin_boren,C,61
champ_bailey,CB,93
chris_harris,CB,82
dominique_rodgers-cromartie,CB,79
tony_carter,CB,74
omar_bolden,CB,71
kayvon_webster,CB,69
mario_butler,CB,66
terrance_knighton,DT,80
kevin_vickerson,DT,78
sylvester_williams,DT,76
mitch_unrein,DT,66
sealver_siliga,DT,65
jacob_hester,RB,79
rahim_moore,FS,82
quentin_jammer,FS,79
quinton_carter,FS,72
knowshon_moreno,RB,76
montee_ball,RB,75
ronnie_hillman,RB,72
lance_ball,RB,70
jeremiah_johnson,RB,65
matt_prater,K,84
derek_wolfe,LE,74
jeremy_beal,LE,66
malik_jackson,LE,65
zane_beadles,LG,81
manny_ramirez,LG,76
von_miller,LOLB,97
stewart_bradley,LOLB,72
ryan_clady,LT,94
chris_clark,LT,64
joe_mays,MLB,79
nate_irving,MLB,66
steven_johnson,MLB,60
britton_colquitt,P,81
peyton_manning,QB,97
brock_osweiler,QB,73
zac_dysert,QB,68
robert_ayers,RE,81
shaun_phillips,RE,79
quanterus_smith,RE,68
louis_vasquez,RG,89
chris_kuper,RG,81
wesley_woodyard,ROLB,80
danny_trevathan,ROLB,68
orlando_franklin,RT,86
vinston_painter,RT,64
mike_adams,SS,78
david_bruton,SS,71
duke_ihenacho,SS,61
joel_dreessen,TE,83
jacob_tamme,TE,80
virgil_green,TE,71
julius_thomas,TE,65
aaron_brewer,TE,39
wes_welker,WR,93
demaryius_thomas,WR,90
eric_decker,WR,87
andre_caldwell,WR,74
trindon_holliday,WR,67
tavarres_king,WR,65
gerell_robinson,WR,62
greg_orton,WR,61
alex_mack,C,91
braxston_cave,C,64
christian_yount,C,57
joe_haden,CB,91
buster_skrine,CB,74
christopher_owens,CB,73
leon_mcfadden,CB,71
trevin_wade,CB,65
prince_miller,CB,59
phil_taylor,DT,83
ishmaaily_kitchen,DT,67
nicolas_jean-baptiste,DT,58
owen_marecic,RB,75
brad_smelley,RB,73
dan_gronkowski,RB,64
tashaun_gipson,FS,71
johnson_bademosi,FS,67
trent_richardson,RB,87
montario_hardesty,RB,72
brandon_jackson,RB,71
dion_lewis,RB,71
chris_ogbonnaya,RB,70
miguel_maysonet,RB,64
shayne_graham,K,83
ahtyba_rubin,LE,84
billy_winn,LE,75
hall_davis,LE,64
brian_sanford,LE,64
john_greco,LG,77
jason_pinkston,LG,74
paul_kruger,LOLB,87
quentin_groves,LOLB,76
james-michael_johnson,LOLB,67
joe_thomas,LT,97
oniel_cousins,LT,66
chris_faulk,LT,60
dqwell_jackson,MLB,87
craig_robertson,MLB,73
tank_carder,MLB,66
lj_fort,MLB,66
adrian_moten,MLB,55
spencer_lanning,P,69
tj_conley,P,67
brandon_weeden,QB,76
jason_campbell,QB,75
brian_hoyer,QB,71
desmond_bryant,RE,88
john_hughes,RE,68
armonty_bryant,RE,64
shawn_lauvao,RG,75
jarrod_shaw,RG,64
dominic_alford,RG,60
jabaal_sheard,ROLB,82
barkevious_mingo,ROLB,76
mitchell_schwartz,RT,83
rashad_butler,RT,74
ryan_miller,RT,65
tj_ward,SS,90
jamoris_slaughter,SS,70
jordan_cameron,TE,77
kellen_davis,TE,77
gary_barnidge,TE,74
josh_gordon,WR,81
davone_bess,WR,76
greg_little,WR,76
david_nelson,WR,74
travis_benjamin,WR,68
jordan_norwood,WR,66
josh_cooper,WR,64
tori_gurley,WR,63
jeremy_zuttah,C,77
ted_larsen,C,73
cody_wallace,C,69
andrew_economos,C,62
darrelle_revis,CB,97
eric_wright,CB,79
johnthan_banks,CB,72
anthony_gaitor,CB,70
leonard_johnson,CB,70
myron_lewis,CB,67
danny_gorrer,CB,64
gerald_mccoy,DT,91
derek_landri,DT,74
gary_gibson,DT,74
akeem_spence,DT,71
andre_neblett,DT,65
lazarius_levingston,DT,64
matthew_masifilo,DT,60
erik_lorig,RB,76
dashon_goldson,FS,90
ahmad_black,FS,75
keith_tandy,FS,69
doug_martin,RB,90
brian_leonard,RB,73
mike_james,RB,68
michael_smith,RB,66
jeff_demps,RB,63
connor_barth,K,85
daquan_bowers,LE,77
aaron_morgan,LE,67
william_gholston,LE,67
carl_nicks,LG,95
adam_hayward,LOLB,72
dekoda_watson,LOLB,70
jacob_cutrera,LOLB,66
donald_penn,LT,87
mike_remmers,LT,64
mason_foster,MLB,75
najee_goode,MLB,59
joe_holland,MLB,55
michael_koenen,P,82
chas_henry,P,68
josh_freeman,QB,82
dan_orlovsky,QB,70
adam_weber,QB,66
mike_glennon,QB,66
adrian_clayborn,RE,80
daniel_teo-nesheim,RE,68
steven_means,RE,67
markus_white,RE,64
davin_joseph,RG,88
jamon_meredith,RG,71
lavonte_david,ROLB,89
jonathan_casillas,ROLB,73
demar_dotson,RT,79
gabe_carimi,RT,75
jason_weaver,RT,61
mark_barron,SS,80
cody_grimm,SS,71
luke_stocker,TE,77
tom_crabtree,TE,74
zach_miller,TE,70
nate_byham,TE,68
danny_noble,TE,63
vincent_jackson,WR,92
mike_williams,WR,85
kevin_ogletree,WR,74
derek_hagan,WR,72
tiquan_underwood,WR,69
eric_page,WR,63
david_douglas,WR,62
chris_owusu,WR,62
lyle_sendlein,C,77
scott_wedige,C,61
patrick_peterson,CB,89
antoine_cason,CB,81
jerraud_powers,CB,78
javier_arenas,CB,76
jamell_fleming,CB,67
bryan_mccann,CB,66
dan_williams,DT,81
david_carter,DT,72
ricky_lumpkin,DT,60
jim_dray,RB,71
yeremiah_bell,FS,74
tyrann_mathieu,FS,72
justin_bethel,FS,71
rashard_mendenhall,RB,80
ryan_williams,RB,74
william_powell,RB,69
stepfan_taylor,RB,68
alfonso_smith,RB,67
andre_ellington,RB,67
jay_feely,K,85
calais_campbell,LE,93
matt_shaughnessy,LE,77
ronald_talley,LE,63
jonathan_cooper,LG,83
daryn_colledge,LG,80
chilo_rachal,LG,71
lorenzo_alexander,LOLB,78
obrien_schofield,LOLB,76
alex_okafor,LOLB,68
levi_brown,LT,74
nate_potter,LT,67
daryl_washington,MLB,90
karlos_dansby,MLB,83
jasper_brinkley,MLB,75
kevin_minter,MLB,71
reggie_walker,MLB,70
zack_nash,MLB,52
dave_zastudil,P,91
carson_palmer,QB,84
drew_stanton,QB,73
ryan_lindley,QB,65
darnell_dockett,RE,79
frostee_rucker,RE,77
earl_watford,RG,70
mike_gibson,RG,70
senio_kelemete,RG,64
sam_acho,ROLB,74
tim_fugger,ROLB,62
bobby_massie,RT,76
paul_fanaika,RT,70
rashad_johnson,SS,76
jonathon_amaya,SS,68
curtis_taylor,SS,63
jeff_king,TE,75
rob_housler,TE,74
mike_leach,TE,71
dc_jefferson,TE,71
kory_sperry,TE,67
larry_fitzgerald,WR,92
andre_roberts,WR,78
michael_floyd,WR,75
ryan_swope,WR,65
jarett_dillard,WR,65
laron_byrd,WR,63
kerry_taylor,WR,58
nick_hardwick,C,78
david_molk,C,68
colin_baxter,C,68
derek_cox,CB,84
shareece_wright,CB,75
johnny_patrick,CB,70
steve_williams,CB,69
gregory_gatson,CB,62
cornelius_brown,CB,60
cam_thomas,DT,76
kwame_geathers,DT,61
leron_mcclain,RB,81
chris_gronkowski,RB,65
eric_weddle,FS,96
darrell_stuckey,FS,74
ryan_mathews,RB,82
danny_woodhead,RB,82
ronnie_brown,RB,78
edwin_baker,RB,62
nick_novak,K,79
corey_liuget,LE,84
jarius_wynn,LE,73
chad_rinehart,LG,76
rich_ohrnberger,LG,70
jarret_johnson,LOLB,82
melvin_ingram,LOLB,77
thomas_keiser,LOLB,66
king_dunlap,LT,78
max_starks,LT,75
mike_harris,LT,57
donald_butler,MLB,85
manti_teo,MLB,74
dj_smith,MLB,73
jonas_mouton,MLB,69
andrew_gachkar,MLB,64
phillip_dillard,MLB,64
bront_bird,MLB,62
mike_scifres,P,89
philip_rivers,QB,84
charlie_whitehurst,QB,73
brad_sorensen,QB,64
kendall_reyes,RE,80
damik_scafe,RE,64
jeromey_clary,RG,73
stephen_schilling,RG,70
johnnie_troutman,RG,64
dwight_freeney,ROLB,88
larry_english,ROLB,77
tourek_williams,ROLB,63
dj_fluker,RT,78
brandyn_dombrowski,RT,72
marcus_gilchrist,SS,72
brandon_taylor,SS,70
sean_cattouse,SS,62
antonio_gates,TE,87
john_phillips,TE,76
ladarius_green,TE,68
mike_windt,TE,49
kyle_nelson,TE,43
danario_alexander,WR,82
malcom_floyd,WR,81
vincent_brown,WR,74
keenan_allen,WR,74
eddie_royal,WR,74
robert_meachem,WR,73
deon_butler,WR,70
richard_goodman,WR,66
mike_willie,WR,56
rodney_hudson,C,76
eric_kush,C,62
brandon_flowers,CB,94
dunta_robinson,CB,82
sean_smith,CB,82
sanders_commings,CB,70
jalil_brown,CB,66
neiko_thorpe,CB,57
dontari_poe,DT,78
anthony_toribio,DT,71
jerrell_powe,DT,70
anthony_sherman,RB,73
braden_wilson,RB,71
kendrick_lewis,FS,79
tysyn_hartman,FS,65
jamaal_charles,RB,94
shaun_draughn,RB,69
knile_davis,RB,66
cyrus_gray,RB,66
ryan_succop,K,78
tyson_jackson,LE,75
marcus_dixon,LE,73
austen_lane,LE,72
geoff_schwartz,LG,77
jeff_allen,LG,69
justin_houston,LOLB,91
edgar_jones,LOLB,65
branden_albert,LT,89
steven_baker,LT,56
derrick_johnson,MLB,93
akeem_jordan,MLB,71
zac_diles,MLB,68
nico_johnson,MLB,65
orie_lemon,MLB,57
dustin_colquitt,P,88
alex_smith,QB,87
chase_daniel,QB,75
ricky_stanzi,QB,65
tyler_bray,QB,64
mike_devito,RE,80
allen_bailey,RE,70
jon_asamoah,RG,88
ryan_durand,RG,69
tamba_hali,ROLB,89
frank_zombo,ROLB,70
eric_fisher,RT,84
donald_stephenson,RT,72
matt_reynolds,RT,59
eric_berry,SS,88
husain_abdullah,SS,78
tony_moeaki,TE,80
anthony_fasano,TE,80
travis_kelce,TE,73
thomas_gafford,TE,69
kevin_brock,TE,65
dwayne_bowe,WR,88
donnie_avery,WR,76
dexter_mccluster,WR,74
jonathan_baldwin,WR,73
terrance_copper,WR,65
devon_wylie,WR,64
mardy_gilyard,WR,63
junior_hemingway,WR,62
jamar_newsome,WR,60
samson_satele,C,78
khaled_holmes,C,69
vontae_davis,CB,87
greg_toler,CB,77
darius_butler,CB,74
cassius_vaughn,CB,72
josh_gordy,CB,69
marshay_green,CB,61
teddy_williams,CB,59
aubrayo_franklin,DT,82
brandon_mckinney,DT,71
josh_chapman,DT,67
martin_tevaseu,DT,66
montori_hughes,DT,63
stanley_havili,RB,73
antoine_bethea,FS,87
john_boyett,FS,70
larry_asante,FS,68
delano_howell,FS,66
ahmad_bradshaw,RB,83
vick_ballard,RB,77
donald_brown,RB,74
delone_carter,RB,72
kerwynn_williams,RB,64
adam_vinatieri,K,87
cory_redding,LE,83
ricardo_mathews,LE,73
lawrence_guy,LE,63
kellen_heard,LE,59
donald_thomas,LG,81
jeff_linkenbach,LG,70
joe_reitz,LG,69
erik_walden,LOLB,74
justin_hickman,LOLB,66
quinton_spears,LOLB,60
anthony_castonzo,LT,79
bradley_sowell,LT,62
justin_anderson,LT,59
pat_angerer,MLB,77
kelvin_sheppard,MLB,76
jerrell_freeman,MLB,74
kavell_conner,MLB,73
mario_harvey,MLB,63
scott_lutrus,MLB,59
pat_mcafee,P,94
andrew_luck,QB,88
matt_hasselbeck,QB,79
chandler_harnish,QB,66
ricky_jean_francois,RE,75
drake_nevis,RE,73
fili_moala,RE,73
mike_mcglynn,RG,72
hugh_thornton,RG,69
robert_griffin,RG,61
robert_mathis,ROLB,86
bjoern_werner,ROLB,74
lawrence_sidbury,ROLB,66
gosder_cherilus,RT,90
ben_ijalana,RT,72
lee_ziemba,RT,64
laron_landry,SS,86
joe_lefeged,SS,74
sergio_brown,SS,70
dwayne_allen,TE,84
coby_fleener,TE,77
weslye_saunders,TE,73
justice_cunningham,TE,69
matt_overton,TE,50
reggie_wayne,WR,91
ty_hilton,WR,79
darrius_heyward-bey,WR,79
lavon_brazill,WR,67
griff_whalen,WR,67
nathan_palmer,WR,63
phil_costa,C,74
travis_frederick,C,73
ryan_cook,C,72
kevin_kowalski,C,63
brandon_carr,CB,88
morris_claiborne,CB,82
orlando_scandrick,CB,76
sterling_moore,CB,68
bw_webb,CB,68
jason_hatcher,DT,87
jay_ratliff,DT,84
sean_lissemore,DT,76
josh_brent,DT,74
nick_hayden,DT,67
jeris_pendleton,DT,64
ben_bass,DT,61
lawrence_vickers,RB,79
matt_johnson,FS,71
jj_wilcox,FS,68
brandon_underwood,FS,67
demarco_murray,RB,84
joseph_randle,RB,69
phillip_tanner,RB,69
lance_dunbar,RB,65
dan_bailey,K,83
anthony_spencer,LE,89
tyrone_crawford,LE,72
nate_livings,LG,78
ronald_leary,LG,62
justin_durant,LOLB,81
alex_albright,LOLB,63
caleb_mcsurdy,LOLB,58
tyron_smith,LT,87
darrion_weems,LT,60
sean_lee,MLB,90
cameron_sheffield,MLB,63
chris_jones,P,67
tony_romo,QB,88
kyle_orton,QB,77
demarcus_ware,RE,94
kyle_wilber,RE,71
devonte_holloman,RE,64
mackenzy_bernadeau,RG,76
david_arkin,RG,69
ray_dominguez,RG,64
bruce_carter,ROLB,81
ernie_sims,ROLB,71
doug_free,RT,77
jermey_parnell,RT,76
barry_church,SS,75
will_allen,SS,69
eric_frampton,SS,67
danny_mccray,SS,66
micah_pellerin,SS,51
jason_witten,TE,96
james_hanna,TE,72
gavin_escobar,TE,72
colin_cochart,TE,69
andre_smith,TE,68
lp_ladouceur,TE,52
dez_bryant,WR,92
miles_austin,WR,84
dwayne_harris,WR,71
terrance_williams,WR,67
carlton_mitchell,WR,67
anthony_armstrong,WR,67
cole_beasley,WR,65
danny_coale,WR,63
tim_benford,WR,60
mike_pouncey,C,89
josh_samuda,C,65
brent_grimes,CB,89
richard_marshall,CB,79
jamar_taylor,CB,76
nolan_carroll,CB,72
dimitri_patterson,CB,70
will_davis,CB,68
rj_stanford,CB,64
julian_posey,CB,62
deandre_presley,CB,57
randy_starks,DT,88
paul_soliai,DT,85
vaughn_martin,DT,79
kheeston_randall,DT,64
chas_alecxih,DT,60
charles_clay,RB,77
jorvorskie_lane,RB,77
chris_clemons,FS,79
jimmy_wilson,FS,68
kelcie_mccray,FS,62
lamar_miller,RB,75
daniel_thomas,RB,74
mike_gillislee,RB,70
marcus_thigpen,RB,68
dan_carpenter,K,78
caleb_sturgis,K,71
cameron_wake,LE,97
jared_odrick,LE,79
derrick_shelby,LE,66
richie_incognito,LG,83
dallas_thomas,LG,74
koa_misi,LOLB,82
jason_trusnik,LOLB,73
jonathan_martin,LT,68
will_yeatman,LT,67
andrew_mcdonald,LT,66
dannell_ellerbe,MLB,84
jelani_jenkins,MLB,66
austin_spitler,MLB,66
brandon_fields,P,92
ryan_tannehill,QB,81
matt_moore,QB,75
pat_devlin,QB,65
aaron_corp,QB,62
dion_jordan,RE,83
olivier_vernon,RE,69
john_jerry,RG,75
lance_louis,RG,75
philip_wheeler,ROLB,87
jonathan_freeny,ROLB,62
josh_kaddu,ROLB,61
tyson_clabo,RT,89
nate_garner,RT,76
jeff_adams,RT,64
reshad_jones,SS,92
don_jones,SS,63
dustin_keller,TE,84
evan_rodriguez,TE,73
dion_sims,TE,70
michael_egnew,TE,70
kyle_miller,TE,63
john_denney,TE,48
mike_wallace,WR,87
brian_hartline,WR,81
brandon_gibson,WR,79
armon_binns,WR,67
rishard_matthews,WR,65
marvin_mcnutt,WR,64
jeff_fuller,WR,63
joe_hastings,WR,62
brian_tyms,WR,57
jason_kelce,C,79
dallas_reynolds,C,68
matt_tennant,C,65
cary_williams,CB,83
bradley_fletcher,CB,82
brandon_boykin,CB,72
brandon_hughes,CB,69
jordan_poyer,CB,68
curtis_marsh,CB,67
trevard_lindley,CB,63
isaac_sopoaga,DT,80
antonio_dixon,DT,70
bennie_logan,DT,69
james_casey,RB,82
emil_igwenagu,RB,62
kenny_phillips,FS,85
kurt_coleman,FS,70
david_sims,FS,63
lesean_mccoy,RB,93
bryce_brown,RB,77
felix_jones,RB,76
chris_polk,RB,67
alex_henery,K,80
cedric_thornton,LE,71
clifton_geathers,LE,66
evan_mathis,LG,98
danny_watkins,LG,73
allen_barbre,LG,69
connor_barwin,LOLB,83
brandon_graham,LOLB,76
joe_kruger,LOLB,66
jason_peters,LT,88
ed_wang,LT,67
matt_kopa,LT,58
demeco_ryans,MLB,85
mychal_kendricks,MLB,72
jason_phillips,MLB,70
jamar_chaney,MLB,70
emmanuel_acho,MLB,65
casey_matthews,MLB,62
donnie_jones,P,91
michael_vick,QB,81
nick_foles,QB,75
matt_barkley,QB,73
dennis_dixon,QB,68
gj_kinne,QB,63
fletcher_cox,RE,79
vinny_curry,RE,70
todd_herremans,RG,87
julian_vandervelde,RG,64
trent_cole,ROLB,84
phillip_hunt,ROLB,65
lane_johnson,RT,79
dennis_kelly,RT,70
nate_menkin,RT,65
patrick_chung,SS,82
earl_wolff,SS,71
colt_anderson,SS,70
nate_allen,SS,69
brent_celek,TE,85
zach_ertz,TE,75
clay_harbor,TE,74
derek_carrier,TE,62
jon_dorenbos,TE,45
desean_jackson,WR,85
jeremy_maclin,WR,83
jason_avant,WR,79
arrelious_benn,WR,73
riley_cooper,WR,70
damaris_johnson,WR,67
greg_salas,WR,65
bj_cunningham,WR,64
nick_miller,WR,56
peter_konz,C,72
joe_hawley,C,70
asante_samuel,CB,89
desmond_trufant,CB,77
robert_mcclain,CB,73
dominique_franks,CB,72
robert_alford,CB,72
terrence_johnson,CB,63
peyton_thompson,CB,63
jonathan_babineaux,DT,85
peria_jerry,DT,77
corey_peters,DT,74
travian_robertson,DT,66
micanor_regis,DT,63
patrick_dimarco,RB,76
bradie_ewing,RB,65
thomas_decoud,FS,84
charles_mitchell,FS,69
kemal_ishmael,FS,68
steven_jackson,RB,89
jacquizz_rodgers,RB,81
jason_snelling,RB,74
antone_smith,RB,65
josh_vaughan,RB,64
matt_bryant,K,87
kroy_biermann,LE,74
cliff_matthews,LE,68
malliciah_goodman,LE,67
justin_blalock,LG,82
jacques_mcclendon,LG,71
stephen_nicholas,LOLB,78
nick_clancy,LOLB,61
sam_baker,LT,80
alec_savoie,LT,59
akeem_dent,MLB,77
pat_schiller,MLB,60
brian_banks,MLB,57
matt_bosher,P,81
matt_ryan,QB,94
sean_renfree,QB,70
dominique_davis,QB,68
osi_umenyiora,RE,84
jonathan_massaquoi,RE,65
stansly_maponga,RE,64
garrett_reynolds,RG,74
phillipkeith_manley,RG,64
harland_gunn,RG,62
sean_weatherspoon,ROLB,83
robert_james,ROLB,67
lamar_holmes,RT,72
mike_johnson,RT,68
william_moore,SS,87
zeke_motta,SS,71
shann_schillinger,SS,67
tony_gonzalez,TE,95
chase_coffman,TE,68
levine_toilolo,TE,65
tommy_gallarda,TE,64
josh_harris,TE,57
roddy_white,WR,93
julio_jones,WR,92
harry_douglas,WR,76
drew_davis,WR,66
kevin_cone,WR,63
james_rodgers,WR,61
tim_toone,WR,59
jonathan_goodwin,C,85
daniel_kilgore,C,64
carlos_rogers,CB,90
tarell_brown,CB,88
nnamdi_asomugha,CB,83
chris_culliver,CB,78
tramaine_brock,CB,75
perrish_cox,CB,71
ian_williams,DT,73
lamar_divens,DT,67
quinton_dial,DT,64
bruce_miller,RB,88
will_tukuafu,RB,65
eric_reid,FS,76
craig_dahl,FS,74
cj_spillman,FS,69
frank_gore,RB,93
kendall_hunter,RB,79
lamichael_james,RB,74
marcus_lattimore,RB,70
anthony_dixon,RB,68
jewel_hampton,RB,65
dj_harper,RB,64
phil_dawson,K,89
ray_mcdonald,LE,89
tank_carradine,LE,75
tony_jerod-eddie,LE,63
mike_iupati,LG,95
joe_looney,LG,63
ahmad_brooks,LOLB,89
parys_haralson,LOLB,82
darius_fleming,LOLB,66
joe_staley,LT,96
kenny_wiggins,LT,56
patrick_willis,MLB,97
navorro_bowman,MLB,93
dan_skuta,MLB,68
michael_wilhoite,MLB,62
nathan_stupar,MLB,60
andy_lee,P,95
colin_kaepernick,QB,89
colt_mccoy,QB,73
scott_tolzien,QB,65
bj_daniels,QB,63
justin_smith,RE,94
glenn_dorsey,RE,82
alex_boone,RG,89
adam_snyder,RG,73
aldon_smith,ROLB,95
corey_lemonier,ROLB,68
nick_moody,ROLB,65
cam_johnson,ROLB,65
anthony_davis,RT,90
al_netter,RT,71
donte_whitner,SS,86
darcel_mcbath,SS,72
trenton_robinson,SS,69
vernon_davis,TE,94
vance_mcdonald,TE,71
garrett_celek,TE,67
brian_jennings,TE,64
demarcus_dobbs,TE,61
michael_crabtree,WR,90
anquan_boldin,WR,88
mario_manningham,WR,81
kyle_williams,WR,72
aj_jenkins,WR,71
quinton_patton,WR,69
kassim_osgood,WR,67
marlon_moore,WR,66
ricardo_lockette,WR,65
chad_hall,WR,65
david_baas,C,78
jim_cordle,C,66
corey_webster,CB,81
prince_amukamara,CB,80
terrell_thomas,CB,77
aaron_ross,CB,76
jayron_hosley,CB,72
trumaine_mcbride,CB,70
terrence_frederick,CB,63
laron_scott,CB,60
linval_joseph,DT,84
cullen_jenkins,DT,83
shaun_rogers,DT,75
mike_patterson,DT,75
marvin_austin,DT,71
johnathan_hankins,DT,70
frank_okam,DT,66
markus_kuhn,DT,64
henry_hynoski,RB,85
antrel_rolle,FS,83
will_hill,FS,67
david_wilson,RB,78
andre_brown,RB,76
ryan_torain,RB,71
darel_scott,RB,69
michael_cox,RB,64
josh_brown,K,82
david_buehler,K,67
justin_tuck,LE,87
mathias_kiwanuka,LE,83
adrian_tracy,LE,68
kevin_boothe,LG,82
selvish_capers,LG,71
chris_degeare,LG,70
keith_rivers,LOLB,77
aaron_curry,LOLB,76
will_beatty,LT,90
david_diehl,LT,75
matthew_mccants,LT,62
dan_connor,MLB,76
mark_herzlich,MLB,66
steve_weatherford,P,81
eli_manning,QB,91
david_carr,QB,74
ryan_nassib,QB,72
jason_pierre-paul,RE,94
damontre_moore,RE,69
justin_trattou,RE,64
adewale_ojomo,RE,63
chris_snee,RG,90
brandon_mosley,RG,67
bryant_browning,RG,63
michael_jasper,RG,62
jacquian_williams,ROLB,76
spencer_paysinger,ROLB,66
justin_pugh,RT,77
james_brewer,RT,76
stevie_brown,SS,83
