name,pos,madden_ovr
ricky_williams,RB,80
willis_mcgahee,RB,79
darren_sproles,RB,79
mark_ingram,RB,79
john_kuhn,RB,79
tim_hightower,RB,78
earnest_graham,RB,78
john_conner,RB,78
kevin_faulk,RB,78
kevin_faulk,RB,78
justin_forsett,RB,77
michael_bush,RB,77
ryan_mathews,RB,77
mike_tolbert,RB,77
moran_norris,RB,77
maurice_morris,RB,77
jerome_harrison,RB,77
james_starks,RB,77
ryan_torain,RB,76
michael_robinson,RB,76
carnell_williams,RB,76
dexter_mccluster,RB,76
derrick_ward,RB,76
owen_schmitt,RB,76
marion_barber,RB,75
bernard_scott,RB,75
cj_spiller,RB,75
chester_taylor,RB,75
beanie_wells,RB,75
leon_washington,RB,75
reggie_bush,RB,75
chris_ivory,RB,74
tashard_choice,RB,74
jason_snelling,RB,74
rashad_jennings,RB,74
mike_goodson,RB,74
ryan_williams,RB,73
jacob_hester,RB,73
korey_hall,RB,73
brandon_jackson,RB,72
steve_slaton,RB,72
larod_stephens-howling,RB,72
donald_brown,RB,72
daniel_thomas,RB,72
javon_ringer,RB,72
toby_gerhart,RB,72
mikel_leshoure,RB,72
jerome_felton,RB,72
corey_mcintyre,RB,71
montario_hardesty,RB,71
mewelde_moore,RB,71
tony_fiammetta,RB,71
brit_miller,RB,71
anthony_dixon,RB,71
kendall_hunter,RB,71
brody_eldridge,RB,70
james_casey,RB,70
isaac_redman,RB,70
stevan_ridley,RB,70
anthony_sherman,RB,69
chris_gronkowski,RB,69
demarco_murray,RB,69
jacquizz_rodgers,RB,69
shane_vereen,RB,69
darrel_young,RB,69
roy_helu,RB,69
david_johnson,RB,69
ben_tate,RB,69
chris_pressley,RB,68
delone_carter,RB,68
owen_marecic,RB,67
dion_lewis,RB,67
taiwan_jones,RB,67
rock_cartwright,RB,67
jerious_norwood,RB,67
brian_leonard,RB,66
johnny_white,RB,66
lance_ball,RB,66
jackie_battle,RB,66
deji_karim,RB,66
quinn_johnson,RB,66
lorenzo_booker,RB,66
bilal_powell,RB,65
jamie_harper,RB,65
will_taufoou,RB,64
spencer_larsen,RB,64
keiland_williams,RB,64
alex_green,RB,64
kahlil_bell,RB,63
henry_hynoski,RB,63
dj_ware,RB,63
kregg_lumpkin,RB,62
jordan_todman,RB,62
joe_mcknight,RB,62
allen_bradford,RB,61
charles_clay,RB,61
eric_kettani,RB,61
armond_smith,RB,60
erik_lorig,RB,60
lex_hilliard,RB,60
anthony_allen,RB,60
jonathan_dwyer,RB,60
xavier_omon,RB,59
alfonso_smith,RB,58
darren_evans,RB,58
ryan_dimperio,RB,58
antone_smith,RB,57
tyler_clutts,RB,54
bruce_miller,RB,51
antonio_gates,TE,99
andre_johnson,WR,97
dallas_clark,TE,96
jason_witten,TE,96
roddy_white,WR,96
larry_fitzgerald,WR,96
reggie_wayne,WR,95
calvin_johnson,WR,93
greg_jennings,WR,93
tony_gonzalez,TE,92
brandon_marshall,WR,92
desean_jackson,WR,91
dwayne_bowe,WR,91
vernon_davis,TE,91
marcedes_lewis,TE,90
wes_welker,WR,90
jermichael_finley,TE,90
zach_miller,TE,89
miles_austin,WR,89
hakeem_nicks,WR,89
kellen_winslow,TE,89
steve_smith,WR,89
brandon_lloyd,WR,88
marques_colston,WR,88
anquan_boldin,WR,87
vincent_jackson,WR,87
santonio_holmes,WR,87
mike_wallace,WR,87
chris_cooley,TE,87
hines_ward,WR,86
steve_johnson,WR,86
kenny_britt,WR,86
jeremy_maclin,WR,86
owen_daniels,TE,86
derrick_mason,WR,86
greg_olsen,TE,86
sidney_rice,WR,85
dustin_keller,TE,85
heath_miller,TE,85
percy_harvin,WR,85
santana_moss,WR,85
braylon_edwards,WR,84
visanthe_shiancoe,TE,84
chad_ochocinco,WR,84
mike_williams,WR,84
todd_heap,TE,84
steve_smith,WR,84
rob_gronkowski,TE,84
brent_celek,TE,83
jacob_tamme,TE,83
plaxico_burress,WR,83
jacob_tamme,TE,83
brent_celek,TE,83
dez_bryant,WR,83
donald_driver,WR,82
aaron_hernandez,TE,82
pierre_garcon,WR,82
brandon_pettigrew,TE,81
lee_evans,WR,81
jeremy_shockey,TE,81
mario_manningham,WR,81
jermaine_gresham,TE,80
aj_green,WR,80
mike_sims-walker,WR,80
malcom_floyd,WR,80
michael_crabtree,WR,80
roy_williams,WR,79
johnny_knox,WR,79
mike_thomas,WR,79
jerricho_cotchery,WR,79
josh_cribbs,WR,79
fred_davis,TE,79
jordy_nelson,WR,79
austin_collie,WR,79
bo_scaife,TE,78
davone_bess,WR,78
mark_clayton,WR,78
josh_morgan,WR,78
lance_moore,WR,78
nate_burleson,WR,78
julio_jones,WR,78
nate_washington,WR,78
kevin_walter,WR,78
steve_breaston,WR,78
devin_hester,WR,77
jimmy_graham,TE,77
anthony_armstrong,WR,77
jason_avant,WR,77
evan_moore,TE,77
james_jones,WR,77
kevin_boss,TE,77
randy_mcmichael,TE,77
robert_meachem,WR,77
deion_branch,WR,77
devery_henderson,WR,76
jared_cook,TE,76
mohamed_massaquoi,WR,76
arrelious_benn,WR,76
john_carlson,TE,76
david_thomas,TE,76
michael_jenkins,WR,76
tony_moeaki,TE,76
john_carlson,TE,76
danny_amendola,WR,75
louis_murphy,WR,75
leonard_pope,TE,75
anthony_fasano,TE,75
tony_scheffler,TE,75
earl_bennett,WR,74
jordan_shipley,WR,74
brandon_tate,WR,74
andre_caldwell,WR,74
jerome_simpson,WR,74
jacoby_ford,WR,74
jacoby_jones,WR,74
patrick_crayton,WR,74
brandon_gibson,WR,74
david_gettis,WR,74
brian_hartline,WR,74
ted_ginn,WR,74
bernard_berrian,WR,74
legedu_naanee,WR,73
demaryius_thomas,WR,73
jabar_gaffney,WR,73
kyle_rudolph,TE,73
zach_miller,TE,73
martellus_bennett,TE,73
julian_edelman,WR,73
harry_douglas,WR,73
kris_wilson,TE,72
eric_decker,WR,72
darrius_heyward-bey,WR,72
devin_aromashodu,WR,72
alex_smith,TE,72
ed_dickson,TE,72
early_doucet,WR,72
billy_bajema,TE,72
daniel_graham,TE,72
chaz_schilens,WR,72
lance_kendricks,TE,72
antonio_brown,WR,72
roscoe_parrish,WR,71
golden_tate,WR,71
luke_stocker,TE,71
andre_roberts,WR,71
brandon_lafell,WR,71
jonathan_baldwin,WR,71
ben_obomanu,WR,71
travis_beckum,TE,71
domenik_hixon,WR,71
ben_obomanu,WR,71
brandon_lafell,WR,71
craig_stevens,TE,70
greg_camarillo,WR,70
greg_little,WR,70
brian_robiskie,WR,70
deon_butler,WR,70
anthony_gonzalez,WR,70
eric_weems,WR,70
delanie_walker,TE,70
marc_mariani,WR,70
joel_dreessen,TE,70
randall_cobb,WR,70
emmanuel_sanders,WR,70
david_nelson,WR,69
david_martin,TE,69
arnaz_battle,WR,69
torrey_smith,WR,69
sammie_stroughter,WR,69
jeff_king,TE,69
jerheme_urban,WR,69
john_phillips,TE,69
martin_rucker,TE,69
bear_pascoe,TE,69
danario_alexander,WR,69
bryant_johnson,WR,68
donald_jones,WR,68
donte_stallworth,WR,68
mike_leach,TE,68
chansi_stuckey,WR,68
vincent_brown,WR,68
dante_rosario,TE,68
reggie_kelly,TE,68
lavelle_hawkins,WR,68
maurice_stovall,WR,68
andrew_quarless,TE,68
dj_williams,TE,68
matt_spaeth,TE,67
micheal_spurlock,WR,67
blair_white,WR,67
garrett_graham,TE,67
leonard_hankerson,WR,67
devin_thomas,WR,67
michael_hoomanawanui,TE,67
cameron_morrah,TE,67
titus_young,WR,67
damian_williams,WR,67
marcus_easley,WR,66
rob_housler,TE,66
dwayne_harris,WR,66
dezmon_briscoe,WR,66
rob_housler,TE,66
dwayne_harris,WR,66
clay_harbor,TE,66
rashied_davis,WR,66
seyi_ajirotutu,WR,66
david_ausberry,TE,66
john_gilmore,TE,66
dane_sanzenbacher,WR,65
sam_hurd,WR,65
thomas_gafford,TE,65
kevin_ogletree,WR,65
jake_ballard,TE,65
taylor_price,WR,65
brandon_myers,TE,65
austin_pettis,WR,65
dennis_pitta,TE,65
tandon_doss,WR,65
lee_smith,TE,64
julius_thomas,TE,64
matthew_willis,WR,64
clyde_gates,WR,64
riley_cooper,WR,64
jerrel_jernigan,WR,64
mardy_gilyard,WR,64
denarius_moore,WR,64
kris_durham,WR,64
scott_chandler,TE,63
virgil_green,TE,63
terrance_copper,WR,63
jesse_holley,WR,63
marlon_moore,WR,63
cullen_loeffler,TE,63
kassim_osgood,WR,63
patrick_turner,WR,63
logan_payne,WR,63
will_heller,TE,63
stefan_logan,WR,63
armanti_edwards,WR,63
kealoha_pilares,WR,63
anthony_mccoy,TE,63
ryan_whalen,WR,62
jim_dray,TE,62
kory_sperry,TE,62
jeron_mastrud,TE,62
ryan_taylor,TE,62
logan_paulsen,TE,62
courtney_roby,WR,62
stephen_williams,WR,61
roberto_wallace,WR,61
stephen_williams,WR,61
roberto_wallace,WR,61
brian_jennings,TE,61
victor_cruz,WR,61
jarett_dillard,WR,61
jeremy_kerley,WR,61
ben_hartsock,TE,61
brandon_banks,WR,61
weslye_saunders,TE,61
jordan_norwood,WR,60
demarco_sampson,WR,60
kerry_meier,WR,60
joe_zelenka,TE,60
cecil_shorts,WR,60
tom_crabtree,TE,60
richard_gordon,TE,60
dominique_byrd,TE,60
clark_harris,TE,59
zack_pianalto,TE,59
terrence_austin,WR,59
mickey_shuler,TE,58
bryan_walters,WR,58
david_reed,WR,58
jake_oconnell,TE,57
mike_mcneill,TE,57
michael_palmer,TE,57
matthew_mulligan,TE,57
jeff_cumberland,TE,57
richard_goodman,WR,56
zach_potter,TE,56
kyle_adams,TE,55
preston_parker,WR,55
justin_snow,TE,55
stephen_burton,WR,55
dominique_curry,WR,54
laquan_williams,WR,54
kyle_williams,WR,52
don_muhlbach,TE,52
tanner_purdum,TE,51
nick_miller,WR,51
trindon_holliday,WR,50
danny_aiken,TE,46
mike_windt,TE,44
jacob_mcquaide,TE,43
