name,pos,madden_ovr
bobby_massie,RT,69
danthony_batiste,RT,68
adrian_wilson,SS,95
james_sanders,SS,76
blake_gideon,SS,63
todd_heap,TE,79
jeff_king,TE,72
mike_leach,TE,69
rob_housler,TE,66
jim_dray,TE,65
steve_skelton,TE,62
larry_fitzgerald,WR,97
michael_floyd,WR,75
early_doucet,WR,74
andre_roberts,WR,74
stephen_williams,WR,61
isaiah_williams,WR,61
jaymar_johnson,WR,60
demarco_sampson,WR,60
nick_hardwick,C,90
david_molk,C,67
colin_baxter,C,65
antoine_cason,CB,86
quentin_jammer,CB,84
marcus_gilchrist,CB,70
shareece_wright,CB,68
gregory_gatson,CB,59
deandre_presley,CB,55
antonio_garay,DT,82
cam_thomas,DT,72
charlie_bryant,DT,62
leron_mcclain,RB,81
jacob_hester,RB,74
eric_weddle,FS,95
corey_lynch,FS,67
ryan_mathews,RB,87
ronnie_brown,RB,77
curtis_brinkley,RB,68
edwin_baker,RB,62
nate_kaeding,K,92
nick_novak,K,74
jacques_cesaire,LE,75
corey_liuget,LE,73
damik_scafe,LE,63
tyronne_green,LG,72
stephen_schilling,LG,68
shaun_phillips,LOLB,88
antwan_barnes,LOLB,76
melvin_ingram,LOLB,74
jared_gaither,LT,80
brandyn_dombrowski,LT,65
phil_trautwein,LT,59
takeo_spikes,MLB,85
donald_butler,MLB,84
demorrio_williams,MLB,74
jonas_mouton,MLB,63
andrew_gachkar,MLB,61
bront_bird,MLB,58
mike_scifres,P,91
philip_rivers,QB,92
charlie_whitehurst,QB,73
jarrett_lee,QB,63
luis_castillo,RE,81
vaughn_martin,RE,76
kendall_reyes,RE,70
louis_vasquez,RG,83
rex_hadnot,RG,74
johnnie_troutman,RG,63
jarret_johnson,ROLB,84
larry_english,ROLB,74
darryl_gamble,ROLB,60
ricky_elmore,ROLB,58
jeromey_clary,RT,75
mario_henderson,RT,71
atari_bigby,SS,77
darrell_stuckey,SS,72
brandon_taylor,SS,71
sean_cattouse,SS,62
antonio_gates,TE,91
randy_mcmichael,TE,78
ladarius_green,TE,65
dante_rosario,TE,63
kory_sperry,TE,61
brad_taylor,TE,57
mike_windt,TE,46
malcom_floyd,WR,82
robert_meachem,WR,80
eddie_royal,WR,79
vincent_brown,WR,74
roscoe_parrish,WR,71
richard_goodman,WR,66
micheal_spurlock,WR,66
phillip_payne,WR,61
rodney_hudson,C,74
rob_bruggeman,C,65
cam_holland,C,59
brandon_flowers,CB,93
stanford_routt,CB,84
javier_arenas,CB,76
jacques_reeves,CB,69
jalil_brown,CB,67
travis_daniels,CB,67
dequan_menzie,CB,64
mikail_baker,CB,61
neiko_thorpe,CB,57
dontari_poe,DT,77
amon_gordon,DT,72
jerrell_powe,DT,67
anthony_toribio,DT,65
shane_bannon,RB,65
kendrick_lewis,FS,81
kyle_mccarthy,FS,65
tysyn_hartman,FS,62
jamaal_charles,RB,91
peyton_hillis,RB,83
dexter_mccluster,RB,74
cyrus_gray,RB,66
shaun_draughn,RB,64
nate_eachus,RB,64
ryan_succop,K,78
tyson_jackson,LE,76
allen_bailey,LE,72
jerome_long,LE,60
ryan_lilja,LG,85
jeff_allen,LG,70
luke_patterson,LG,62
justin_houston,LOLB,82
andy_studebaker,LOLB,74
branden_albert,LT,89
donald_stephenson,LT,64
derrick_johnson,MLB,92
jovan_belcher,MLB,77
brandon_siler,MLB,77
leon_williams,MLB,68
cory_greenwood,MLB,66
caleb_campbell,MLB,58
dexter_heyman,MLB,54
dustin_colquitt,P,89
matt_cassel,QB,80
brady_quinn,QB,72
ricky_stanzi,QB,65
glenn_dorsey,RE,83
ropati_pitoitua,RE,70
brandon_bair,RE,67
jon_asamoah,RG,84
darryl_harris,RG,63
tamba_hali,ROLB,95
cameron_sheffield,ROLB,65
gabe_miller,ROLB,59
eric_winston,RT,91
david_mims,RT,60
eric_berry,SS,88
abram_elam,SS,79
donald_washington,SS,68
kevin_boss,TE,77
tony_moeaki,TE,76
thomas_gafford,TE,66
jake_oconnell,TE,64
steve_maneri,TE,57
dwayne_bowe,WR,91
steve_breaston,WR,79
jonathan_baldwin,WR,74
terrance_copper,WR,65
devon_wylie,WR,64
junior_hemingway,WR,63
jeremy_horne,WR,59
jamar_newsome,WR,55
samson_satele,C,83
aq_shipley,C,65
jerraud_powers,CB,80
kevin_thomas,CB,71
justin_king,CB,69
chris_rucker,CB,69
cassius_vaughn,CB,67
terrence_johnson,CB,65
brandon_king,CB,64
antonio_fenelus,CB,63
korey_lindsey,CB,60
cameron_chism,CB,57
antonio_johnson,DT,71
brandon_mckinney,DT,71
josh_chapman,DT,68
chigbo_anunoby,DT,59
kyle_miller,RB,55
antoine_bethea,FS,91
jermale_hines,FS,61
donald_brown,RB,78
mewelde_moore,RB,73
delone_carter,RB,71
deji_karim,RB,68
vick_ballard,RB,64
darren_evans,RB,63
adam_vinatieri,K,89
cory_redding,LE,88
fili_moala,LE,73
ollie_ogbu,LE,55
joe_reitz,LG,73
seth_olsen,LG,66
zane_taylor,LG,61
robert_mathis,LOLB,88
jerry_hughes,LOLB,64
anthony_castonzo,LT,77
jeff_linkenbach,LT,66
steven_baker,LT,53
pat_angerer,MLB,80
kavell_conner,MLB,73
aj_edds,MLB,65
chris_galippo,MLB,59
scott_lutrus,MLB,59
mario_harvey,MLB,57
pat_mcafee,P,84
andrew_luck,QB,84
drew_stanton,QB,70
chandler_harnish,QB,64
drake_nevis,RE,73
ricardo_mathews,RE,67
mike_mcglynn,RG,76
ben_ijalana,RG,75
dwight_freeney,ROLB,90
mario_addison,ROLB,62
tim_fugger,ROLB,56
winston_justice,RT,77
george_foster,RT,75
justin_anderson,RT,63
tom_zbikowski,SS,80
david_caldwell,SS,72
joe_lefeged,SS,72
mike_newton,SS,65
coby_fleener,TE,75
dwayne_allen,TE,71
andre_smith,TE,62
justin_snow,TE,56
reggie_wayne,WR,88
austin_collie,WR,78
donnie_avery,WR,71
ty_hilton,WR,64
quan_cosby,WR,63
lavon_brazill,WR,62
kris_adams,WR,56
jeremy_ross,WR,56
jarred_fayson,WR,54
phil_costa,C,71
kevin_kowalski,C,63
brandon_carr,CB,89
morris_claiborne,CB,81
mike_jenkins,CB,80
orlando_scandrick,CB,73
mario_butler,CB,63
cj_wilson,CB,62
teddy_williams,CB,50
jay_ratliff,DT,92
josh_brent,DT,70
robert_callaway,DT,52
lawrence_vickers,RB,76
shaun_chapas,RB,66
gerald_sensabaugh,FS,77
akwasi_owusu-ansah,FS,69
danny_mccray,FS,67
demarco_murray,RB,83
felix_jones,RB,81
phillip_tanner,RB,69
lance_dunbar,RB,63
darrell_scott,RB,57
dan_bailey,K,80
kenyon_coleman,LE,80
sean_lissemore,LE,76
tyrone_crawford,LE,68
nate_livings,LG,75
david_arkin,LG,69
ronald_leary,LG,62
anthony_spencer,LOLB,85
victor_butler,LOLB,75
kyle_wilber,LOLB,64
baraka_atkins,LOLB,58
tyron_smith,LT,88
pat_mcquistan,LT,71
levy_adcock,LT,52
sean_lee,MLB,88
dan_connor,MLB,76
bruce_carter,MLB,70
caleb_mcsurdy,MLB,57
orie_lemon,MLB,53
chris_jones,P,61
tony_romo,QB,90
kyle_orton,QB,80
stephen_mcgee,QB,66
rudy_carpenter,QB,60
jason_hatcher,RE,77
marcus_spears,RE,76
clifton_geathers,RE,62
mackenzy_bernadeau,RG,74
bill_nagy,RG,71
demarcus_ware,ROLB,99
alex_albright,ROLB,59
doug_free,RT,84
jermey_parnell,RT,71
jeff_adams,RT,64
brodney_pool,SS,76
barry_church,SS,72
matt_johnson,SS,68
mana_silva,SS,63
justin_taplin-ross,SS,57
jason_witten,TE,93
john_phillips,TE,73
james_hanna,TE,65
john_nalbone,TE,63
lp_ladouceur,TE,47
miles_austin,WR,88
dez_bryant,WR,86
andre_holmes,WR,67
kevin_ogletree,WR,67
dwayne_harris,WR,66
danny_coale,WR,63
raymond_radway,WR,58
tim_benford,WR,56
mike_pouncey,C,80
ryan_cook,C,72
vontae_davis,CB,88
richard_marshall,CB,81
sean_smith,CB,79
jonathan_wade,CB,67
nolan_carroll,CB,65
vincent_agnew,CB,58
marcus_brown,CB,58
quinten_lawrence,CB,58
randy_starks,DT,89
paul_soliai,DT,87
tony_mcdaniel,DT,78
kheeston_randall,DT,64
ryan_baker,DT,62
isaako_aaitui,DT,61
chas_alecxih,DT,60
charles_clay,RB,68
reshad_jones,FS,74
jimmy_wilson,FS,67
anderson_russell,FS,66
kelcie_mccray,FS,64
reggie_bush,RB,84
daniel_thomas,RB,74
steve_slaton,RB,72
lamar_miller,RB,69
dan_carpenter,K,81
jared_odrick,LE,80
olivier_vernon,LE,66
richie_incognito,LG,78
ray_feinga,LG,67
derek_dennis,LG,56
koa_misi,LOLB,76
jason_trusnik,LOLB,73
jake_long,LT,95
will_barker,LT,56
karlos_dansby,MLB,91
gary_guyton,MLB,71
austin_spitler,MLB,61
brandon_fields,P,89
matt_moore,QB,78
david_garrard,QB,77
ryan_tannehill,QB,74
pat_devlin,QB,62
cameron_wake,RE,93
jamaal_westerman,RE,68
jacquies_smith,RE,58
nate_garner,RG,71
john_jerry,RG,69
kevin_burnett,ROLB,81
josh_kaddu,ROLB,59
jonathan_freeny,ROLB,52
artis_hicks,RT,73
jonathan_martin,RT,73
lydon_murtha,RT,68
chris_clemons,SS,75
tyrell_johnson,SS,72
tyrone_culver,SS,70
anthony_fasano,TE,81
michael_egnew,TE,66
jeron_mastrud,TE,65
will_yeatman,TE,60
john_denney,TE,44
brian_hartline,WR,77
davone_bess,WR,76
chad_ochocinco,WR,76
legedu_naanee,WR,73
clyde_gates,WR,66
bj_cunningham,WR,65
marlon_moore,WR,64
jeff_fuller,WR,63
julius_pruitt,WR,61
rishard_matthews,WR,60
chris_hogan,WR,56
jason_kelce,C,76
steve_vallos,C,73
nnamdi_asomugha,CB,92
dominique_rodgers-cromartie,CB,81
joselio_hanson,CB,73
brandon_boykin,CB,66
curtis_marsh,CB,66
brandon_hughes,CB,65
dj_johnson,CB,64
trevard_lindley,CB,64
cliff_harris,CB,60
cullen_jenkins,DT,88
mike_patterson,DT,83
fletcher_cox,DT,76
derek_landri,DT,76
antonio_dixon,DT,74
cedric_thornton,DT,61
stanley_havili,RB,63
oshiomogho_atogwe,FS,83
nate_allen,FS,78
colt_anderson,FS,68
tom_nelson,FS,63
lesean_mccoy,RB,95
dion_lewis,RB,72
chris_polk,RB,65
bryce_brown,RB,63
alex_henery,K,77
jason_babin,LE,93
brandon_graham,LE,73
evan_mathis,LG,92
mike_gibson,LG,71
dallas_reynolds,LG,64
akeem_jordan,LOLB,72
moise_fokou,LOLB,71
mychal_kendricks,LOLB,70
jason_peters,LT,96
demetress_bell,LT,81
king_dunlap,LT,68
dennis_kelly,LT,62
demeco_ryans,MLB,87
jamar_chaney,MLB,76
greg_lloyd,MLB,63
chas_henry,P,66
michael_vick,QB,89
mike_kafka,QB,72
trent_edwards,QB,70
nick_foles,QB,65
trent_cole,RE,95
darryl_tapp,RE,76
vinny_curry,RE,69
phillip_hunt,RE,69
danny_watkins,RG,74
julian_vandervelde,RG,61
brandon_washington,RG,60
brian_rolle,ROLB,71
keenan_clayton,ROLB,68
casey_matthews,ROLB,65
todd_herremans,RT,88
thomas_welch,RT,66
kurt_coleman,SS,74
jaiquawn_jarrett,SS,70
brent_celek,TE,83
clay_harbor,TE,71
brett_brackett,TE,54
jon_dorenbos,TE,41
desean_jackson,WR,86
jeremy_maclin,WR,86
jason_avant,WR,79
riley_cooper,WR,69
marvin_mcnutt,WR,67
mardy_gilyard,WR,63
chad_hall,WR,63
damaris_johnson,WR,61
ronald_johnson,WR,61
todd_mcclure,C,89
joe_hawley,C,68
tyler_horn,C,59
brent_grimes,CB,90
asante_samuel,CB,88
dunta_robinson,CB,81
christopher_owens,CB,73
dominique_franks,CB,71
darrin_walls,CB,64
peyton_thompson,CB,60
robert_mcclain,CB,59
jonathan_babineaux,DT,87
corey_peters,DT,80
peria_jerry,DT,74
vance_walker,DT,67
travian_robertson,DT,61
micanor_regis,DT,58
mike_cox,RB,69
bradie_ewing,RB,61
thomas_decoud,FS,82
shann_schillinger,FS,67
suaesi_tuimaunei,FS,65
michael_turner,RB,91
jacquizz_rodgers,RB,74
jason_snelling,RB,74
dimitri_nance,RB,62
antone_smith,RB,57
matt_bryant,K,88
ray_edwards,LE,83
kroy_biermann,LE,74
cliff_matthews,LE,67
justin_blalock,LG,85
mike_johnson,LG,65
stephen_nicholas,LOLB,77
spencer_adkins,LOLB,66
sam_baker,LT,76
will_svitek,LT,75
lamar_holmes,LT,61
lofa_tatupu,MLB,75
akeem_dent,MLB,70
matt_bosher,P,73
matt_ryan,QB,89
chris_redman,QB,73
john_parker_wilson,QB,63
dominique_davis,QB,56
john_abraham,RE,91
lawrence_sidbury,RE,72
jonathan_massaquoi,RE,61
louis_nzegwu,RE,53
vince_manuwai,RG,74
peter_konz,RG,72
andrew_jackson,RG,68
sean_weatherspoon,ROLB,88
robert_james,ROLB,66
max_gruder,ROLB,56
tyson_clabo,RT,90
garrett_reynolds,RT,64
william_moore,SS,81
charles_mitchell,SS,68
matt_hansen,SS,49
tony_gonzalez,TE,87
michael_palmer,TE,65
tommy_gallarda,TE,61
adam_nissley,TE,61
joe_zelenka,TE,61
roddy_white,WR,94
julio_jones,WR,88
harry_douglas,WR,76
kevin_cone,WR,63
kerry_meier,WR,62
james_rodgers,WR,62
michael_calvin,WR,57
drew_davis,WR,55
cody_pearcy,WR,51
jonathan_goodwin,C,79
jason_slowey,C,62
chase_beeler,C,56
carlos_rogers,CB,91
tarell_brown,CB,83
tramaine_brock,CB,77
chris_culliver,CB,74
perrish_cox,CB,70
curtis_holcomb,CB,66
cory_nelms,CB,56
isaac_sopoaga,DT,85
ricky_jean_francois,DT,74
ian_williams,DT,64
bruce_miller,RB,77
dashon_goldson,FS,84
colin_jones,FS,68
trenton_robinson,FS,67
mark_legree,FS,61
frank_gore,RB,92
brandon_jacobs,RB,81
kendall_hunter,RB,75
lamichael_james,RB,73
anthony_dixon,RB,68
rock_cartwright,RB,67
jewel_hampton,RB,62
david_akers,K,91
ray_mcdonald,LE,92
demarcus_dobbs,LE,64
patrick_butrym,LE,53
mike_iupati,LG,91
joe_looney,LG,63
ahmad_brooks,LOLB,84
darius_fleming,LOLB,62
kourtnei_brown,LOLB,52
joe_staley,LT,87
derek_hall,LT,62
patrick_willis,MLB,98
navorro_bowman,MLB,91
larry_grant,MLB,75
tavares_gooden,MLB,69
joe_holland,MLB,48
andy_lee,P,95
alex_smith,QB,83
josh_johnson,QB,70
colin_kaepernick,QB,70
scott_tolzien,QB,65
justin_smith,RE,98
will_tukuafu,RE,63
tony_jerod-eddie,RE,53
alex_boone,RG,69
daniel_kilgore,RG,67
mike_person,RG,65
aldon_smith,ROLB,89
parys_haralson,ROLB,85
cam_johnson,ROLB,59
anthony_davis,RT,77
donte_whitner,SS,88
cj_spillman,SS,68
vernon_davis,TE,95
delanie_walker,TE,80
nate_byham,TE,65
konrad_reuland,TE,62
brian_jennings,TE,61
randy_moss,WR,84
michael_crabtree,WR,83
mario_manningham,WR,82
ted_ginn,WR,74
aj_jenkins,WR,69
kyle_williams,WR,69
brett_swain,WR,64
chris_owusu,WR,62
joe_hastings,WR,57
nathan_palmer,WR,53
david_baas,C,77
chris_white,C,72
jim_cordle,C,65
